sma,clean_names,median_age_male,total_population,male,employed,unemployed,white,black,asian,median_income,harrys_sales_last_month
Albany, OR,38.4,118270,0.495518728333474,0.514538748552558,0.064823948192306,0.924173501310561,0.00473492855331,0.011524477889575,44965,23.5477545554276
Jamestown-Dunkirk-Fredonia, NY,39.6,133556,0.494571565485639,0.534068541785471,0.049346038520263,0.931115037886729,0.025449998502501,0.006416783970769,42720,27.8862186435528
Muncie, IN,33.6,117441,0.479355591318194,0.523766052599188,0.067328601321134,0.889646716223465,0.053643957391371,0.011827215367717,37900,45.0709516800962
Orangeburg, SC,36.4,91262,0.471170914509873,0.463759956056029,0.071326558637737,0.344250619096667,0.621233372049703,0.010026078762245,33615,27.4826013711316
Carbondale-Marion, IL,33.9,126933,0.498050152442627,0.524640205159611,0.051251626731991,0.855790062473904,0.090843200743699,0.020034191266259,39227,38.8036379017911
Victoria, TX,35.6,96312,0.48921214386577,0.591174457462657,0.043496933338702,0.838078328764848,0.062162555029488,0.011493894841764,50549,23.3863774768487
Pinehurst-Southern Pines, NC,42.7,90579,0.479250157321233,0.481538482491862,0.049071816733176,0.827874010532243,0.123207365945749,0.009936077898851,50393,32.0802332588557
Truckee-Grass Valley, CA,47.3,98606,0.495020586982537,0.503676204710363,0.060181279078177,0.926262093584569,0.003630610713344,0.014968663164513,56949,22.4906548834776
Ocean City, NJ,45.8,96286,0.487682529131961,0.530347694167273,0.060362371572703,0.908699083978979,0.045582950792431,0.011133498120184,57394,29.1482867727344
Shawnee, OK,36.5,70700,0.477751060820368,0.537745436068668,0.039414945740936,0.762022630834512,0.027157001414427,0.006181046676096,44250,18.8584749151983
San Germán, PR,38.7,135240,0.481610470275067,0.290009521716839,0.046949388412803,0.883606921029281,0.029177758059746,3.69713102632357E-05,15389,40.2933883239979
Longview, WA,40,102072,0.494934947879928,0.488178661030984,0.076155871120834,0.909025001959401,0.005721451524414,0.014323222823105,46571,36.4528648545469
Meridian, MS,36.3,107080,0.482368322749346,0.501262897038149,0.062596802249386,0.543173328352634,0.428259245423982,0.005537915577139,35235,34.4126041478484
Holland, MI,39.1,112266,0.498013646161794,0.577798665719067,0.048235860519498,0.946127946127946,0.013940106532699,0.007268451712896,52472,36.0184144629024
Owensboro, KY,37.8,115795,0.487283561466385,0.560748592249089,0.041017997129292,0.926033075694115,0.040036270996157,0.007055572347683,45639,33.8313156699499
Corvallis, OR,30.6,86034,0.502336285654509,0.542604820298295,0.05145661594827,0.879373271032382,0.009961178138875,0.060324987795523,49338,29.4116086121995
St. Joseph, MO-KS,36.8,127637,0.51282935199041,0.56722124726713,0.049667153599545,0.898932127831272,0.049578100394086,0.007294123177449,46145,32.7556360927421
Sheboygan, WI,39.4,115168,0.502830647402056,0.64069929764865,0.046416263141823,0.905485898860795,0.014934704084468,0.048164420672409,53029,33.4374298552003
Altoona, PA,40.6,126708,0.487648767244373,0.557405292398227,0.040205966046575,0.961541496985194,0.016107901632099,0.008018436089276,43871,48.5349048111819
Wilson, NC,38,81499,0.474840182088124,0.529646985317088,0.07475788815995,0.510742463097707,0.385734794291955,0.008650412888502,39332,18.4394126932291
Beckley, WV,40,124536,0.500048178839854,0.442652841978691,0.037965326578685,0.901795464765208,0.070790775358129,0.007411511530802,38606,27.6883542034115
Rome, GA,36.9,96146,0.483566659039378,0.510766149223836,0.070526842895923,0.777796268175483,0.145455869198927,0.013188276163335,41046,31.848349569742
Augusta-Waterville, ME,42.6,121507,0.484877414469948,0.575851052109728,0.052971045699921,0.961779979754253,0.00774440978709,0.008048918992321,46559,37.8758976309007
Williamsport, PA,39.1,116676,0.490700743940485,0.562149317477598,0.052455824470312,0.92179197092804,0.04732764236004,0.005888100380541,45877,23.6629519616531
Wooster, OH,37.4,114978,0.493598775417906,0.59773197028099,0.038154293056254,0.955739358833864,0.016637965523839,0.00869731600828,49244,41.6234089450571
Manhattan, KS,25.3,96816,0.52177326061808,0.567935197921443,0.029777370217535,0.861458849776896,0.052460337134358,0.037256238638242,48097,31.4823248362877
Cleveland, TN,38.4,117719,0.488459806828125,0.525871037601648,0.067209494893735,0.926613375920625,0.038914703658713,0.008673196340438,41301,27.2687173328948
Danville, VA,42.2,105659,0.477498367389432,0.511907533289878,0.061830710494459,0.637162948731296,0.32274581436508,0.007013127135407,38133,26.4202676546134
Ogdensburg-Massena, NY,35.8,112015,0.507673079498281,0.492215346264022,0.059653189302661,0.93320537428023,0.021943489711199,0.010828906842834,44454,24.756189911034
Mansfield, OH,39,122813,0.506949590027114,0.508354189253544,0.055242013111366,0.871528258409126,0.084893293055295,0.006269694576307,42042,36.278083675232
Weirton-Steubenville, WV-OH,43.4,122666,0.4846412208762,0.50430140299476,0.047605470401432,0.937195310844081,0.040704025565356,0.003538062706863,40973,28.079934865339
London, KY,37,126949,0.488684432331094,0.43803624408628,0.067857429235827,0.971807576270786,0.010193069657894,0.003584116456215,32354,43.6202031671493
Summit Park, UT,36.7,37877,0.517332418090134,0.693738074588031,0.031708586296618,0.946959896507115,0.004778625551126,0.019932940834807,89886,7.7161245168338
Greenwood, SC,38.6,94808,0.472375748881951,0.4958563171369,0.075958721528676,0.65179098810227,0.304446882119652,0.005801198211121,35912,26.9463534319362
The Villages, FL,63.8,103708,0.513190882092028,0.227227882148903,0.028912359410537,0.883769815250511,0.08745709106337,0.007839318085394,49874,39.2203969603545
Fond du Lac, WI,39.9,101709,0.490379415784247,0.644258422978546,0.045991359792439,0.937429332704087,0.011906517613977,0.012280132534977,54529,32.1113314468007
Morristown, TN,39.2,115029,0.489972093993689,0.514351942115639,0.06468664023743,0.920463535282407,0.032330977405698,0.004616227212268,39822,35.2825151553099
Whitewater-Elkhorn, WI,37.2,102920,0.499990283715507,0.632858736780829,0.054877752983409,0.937485425573261,0.009755149630781,0.008336572094831,53998,20.9941460624935
Bay City, MI,40.1,107074,0.491818742178307,0.529174121313557,0.062168869394587,0.945140743784672,0.012860264863552,0.005510207893606,45715,29.7231630558911
Gadsden, AL,39.2,104126,0.483222249966387,0.480931848125524,0.057899149598754,0.815396730883737,0.153659988859651,0.006684209515395,38467,19.5473483363045
Michigan City-La Porte, IN,37.9,111293,0.518199707079511,0.522452948276633,0.064453037686083,0.845614728689136,0.105711949538605,0.005274365863082,47117,23.1872654142492
Missoula, MT,33.4,111011,0.502742971417247,0.633505396527452,0.063699758820512,0.925241642720091,0.004098692922323,0.010440406806533,47029,40.5000465802796
Tullahoma-Manchester, TN,39.4,100568,0.483762230530586,0.507434643572611,0.062998494406908,0.908678704955851,0.027812027682762,0.008074138891099,41158,33.851204260941
Ames, IA,25.2,91939,0.518800509033163,0.642141029947547,0.038461538461539,0.88479317808547,0.024472748235243,0.06207376630157,51270,26.3189718721586
Roseburg, OR,45.7,107156,0.493859419911158,0.442872798346006,0.07001231457526,0.928216805405204,0.003088954421591,0.0094348426593,40820,30.6455130997989
Guayama, PR,34.9,82282,0.489560292652099,0.29096536749873,0.091408860623046,0.62305242944994,0.172382781167205,0.000388906443694,16010,23.7016080291446
Columbus, IN,36.5,78628,0.497341913822048,0.616289283622877,0.036306851454226,0.875705855420461,0.019242509029862,0.0439029353411,54488,16.2096776205169
Mankato-North Mankato, MN,30.9,97643,0.502186536669295,0.68343644509142,0.036931996436056,0.929129584301998,0.028542752680684,0.016713947748431,54112,20.028798896892
Lewiston-Auburn, ME,39.5,107470,0.489755280543407,0.597393243808373,0.05811765252544,0.926509723643808,0.016190564808784,0.008486089141156,45765,41.2257546656837
Twin Falls, ID,33.1,101513,0.497423975254401,0.587416825877858,0.046682917188221,0.914316392974299,0.004777713199295,0.013407149823175,43282,37.8172735023257
Ukiah, CA,40.6,87612,0.501974615349496,0.524026940801134,0.073633463310883,0.823414600739625,0.008046842898233,0.017919919645711,43290,30.6663521495812
Shelby, NC,39.5,97464,0.479725847492407,0.512516401245208,0.080218168720574,0.761091274727079,0.208035787572847,0.009654846917836,39197,30.7054242376406
Pine Bluff, AR,36.4,97365,0.509382221537513,0.461764251506257,0.068257891755497,0.49402762799774,0.47877574076927,0.006460226980948,36856,35.4045389003733
Lima, OH,36.4,105562,0.503836607870256,0.553516490093973,0.068881307236488,0.833889088876679,0.118319092097535,0.00777741990489,43648,26.2200743184792
Richmond-Berea, KY,34.2,102450,0.486949731576379,0.545566265060241,0.056024096385542,0.927574426549536,0.036700829673011,0.009087359687653,40546,38.4455363760292
Elko, NV,33.4,52752,0.522122383985441,0.668105418168892,0.036967450363073,0.881729602669093,0.012075371549894,0.009478313618441,72207,16.7341392160176
Midland, MI,39.5,83620,0.49113848361636,0.552624519359742,0.053012012280545,0.938710834728534,0.01309495336044,0.023044726142071,52613,25.5946061395171
Lufkin, TX,35.5,87433,0.489277503917285,0.535466176404105,0.055335372745219,0.783594295060217,0.153351709308842,0.00932142326124,42374,20.3462538518425
Bartlesville, OK,37.9,51564,0.481518113412458,0.557750909269635,0.036788557947508,0.787138313552091,0.025599255294391,0.01712435032193,48870,11.7595015097371
Nogales, AZ,33,47250,0.479386243386243,0.50367961663529,0.067088824234126,0.757227513227513,0.004571428571429,0.008804232804233,38802,10.3179433212941
Alamogordo, NM,34,65415,0.511197737521975,0.436445333961228,0.066890353975355,0.77133684934648,0.039715661545517,0.012718795383322,40614,22.0374038809904
Elmira, NY,39.4,88681,0.497829298271332,0.543280485582517,0.035563592525618,0.886976917265254,0.056415692200133,0.015177997541751,49685,30.0962542527096
Hot Springs, AR,42.3,96804,0.485052270567332,0.492616020383587,0.0549646963378,0.848673608528573,0.082889136812528,0.008656667079873,39558,31.2233841529874
Dubuque, IA,37.3,95166,0.49231868524473,0.660631266639293,0.032689174691056,0.939505705819305,0.015793455645924,0.013523737469264,53410,21.5945738034915
Adrian, MI,38.7,99257,0.506614143083107,0.539480284940303,0.061239590649142,0.925163968284353,0.024320702821967,0.002941858004977,48118,20.4809626425493
Roanoke Rapids, NC,40.6,75113,0.480875480942047,0.438456486042693,0.085106732348112,0.400489928507715,0.529322487452239,0.00597766032511,32360,24.3075699171364
Paducah, KY-IL,41.7,98410,0.482908241032415,0.530953222873308,0.044642857142857,0.882156284930393,0.08359922772076,0.0077126308302,43028,34.3192912549156
Hermiston-Pendleton, OR,35.6,87862,0.520475290796932,0.544579782566665,0.061972962120198,0.859598005963898,0.005941134961644,0.006976850060322,47499,17.7004288049118
Cape Girardeau, MO-IL,35.7,97246,0.487207700059643,0.570768186649252,0.047302575134775,0.876910104271641,0.087828805297904,0.0114657672295,42889,22.7458896711557
Bluefield, WV-VA,40.7,106492,0.483632573338842,0.46018927444795,0.035629480929166,0.928388986966157,0.044519776133419,0.005174097584795,35910,28.9059163479304
Sebring, FL,50.3,98261,0.485706434902963,0.370438642234322,0.065086891667374,0.841167909954102,0.094065804337428,0.014634493848017,35911,32.6707775009282
LaGrange, GA,34.1,68375,0.484197440585009,0.52481773882824,0.082536924413553,0.607692870201097,0.339787934186472,0.017111517367459,41906,25.7612864346843
Opelousas, LA,35.3,83518,0.479082353504634,0.493108293730363,0.032398124319118,0.564680667640509,0.409061519672406,0.004502023515889,33928,16.4790904598051
Riverton, WY,36.9,40739,0.498637669064042,0.580539035809186,0.062855877514868,0.739757971476963,0.004467463609809,0.006603009401311,51749,14.6161227689856
Grand Forks, ND-MN,30.4,99774,0.512107362639565,0.654502059038126,0.030965954762994,0.905235832982541,0.021298133782348,0.017238960049712,48396,21.3583628778594
Hobbs, NM,31.1,66876,0.511678330043663,0.577895729158128,0.038548241659152,0.885070877444823,0.032926610443208,0.001794365691728,55248,22.3795018702786
Talladega-Sylacauga, AL,39.9,92920,0.489464055101162,0.459629406649274,0.084246437888822,0.654412397761515,0.31823073611709,0.00312096427034,35514,20.0676890768158
Corning, NY,41.2,98917,0.495374910278314,0.550830111439618,0.051815631870215,0.95065560014962,0.017014264484366,0.014810396595125,47733,37.1768451244062
Bloomsburg-Berwick, PA,39.6,85564,0.48126548548455,0.549199020636586,0.035061210213361,0.952947501285587,0.01873451451545,0.014679070637184,47909,31.1312931016605
Elizabeth City, NC,38.4,63867,0.487591400879954,0.505500272098266,0.070123610355283,0.650883868038267,0.309392957239263,0.012510373119138,47296,14.1638731765393
Española, NM,39.1,40155,0.491844104096626,0.497997711670481,0.076817950673786,0.66422612377039,0.004109077325364,0.004781471796787,38635,11.6776760079204
Roswell, NM,32.9,65850,0.494684889901291,0.544715936446798,0.043572460279249,0.7967046317388,0.017296886864085,0.008929384965831,40541,22.7883091060882
Sanford, NC,36.2,59096,0.489356301610938,0.558650865196456,0.070732833490908,0.683362664139705,0.192652633003926,0.011777446866116,46309,21.3121587179193
Gillette, WY,32.3,47448,0.521581520822796,0.733658426586239,0.032415367703019,0.932684201652335,0.007819086157478,0.00609087843534,78609,13.1952853862302
Laurel, MS,36.5,84960,0.484745762711864,0.497914233272151,0.040714166527616,0.646257062146893,0.333250941619586,0.004496233521657,36862,19.259385264283
Fort Leonard Wood, MO,24.9,53343,0.564216485761956,0.359036603360465,0.057737160264649,0.756425397896631,0.114822938342425,0.0284948353111,49604,16.9134246098128
Statesboro, GA,25.4,71940,0.496232971921045,0.517575304531014,0.055265795688147,0.657325549068668,0.282485404503753,0.016944676118988,35642,18.0401657350817
Nacogdoches, TX,29.6,65322,0.476990906585836,0.533051275084423,0.049625431820828,0.762606778726922,0.183491013747283,0.015507792168029,39126,20.5467881820047
Minot, ND,30.8,74111,0.519167195153216,0.658451364387858,0.017606654053962,0.901364169961274,0.027027027027027,0.010268381211966,58918,26.6188760394975
Marshall, TX,35.6,66971,0.489077361843186,0.556568746272677,0.051653488774745,0.726598079765869,0.221692971584716,0.005017096952412,46969,23.361662720695
Albertville, AL,37.2,94121,0.491919975350878,0.518058968058968,0.054122304122304,0.92521328927657,0.018093730410854,0.005439806206904,39473,26.4156307115842
Port Angeles, WA,47.3,72024,0.496265133844274,0.446964971603033,0.053264830438922,0.879123625458181,0.009524602910141,0.014800622014884,47008,17.4118065797132
St. Marys, GA,29.5,51193,0.513507706131698,0.514750426349683,0.060579835569018,0.750161154845389,0.189186021526381,0.013361201726799,52799,13.352513077115
Keene, NH,41.2,76596,0.48674865528226,0.61757805167991,0.052727898392042,0.957073476421745,0.007846362734346,0.01148885059272,56139,26.7776664934885
Liberal, KS,29,23319,0.51095673056306,0.650481347773767,0.060048134777377,0.594751061366268,0.046785882756551,0.028217333504867,48621,8.34462676635659
Stillwater, OK,26.2,78723,0.510511540464667,0.573370860825297,0.037465971485258,0.809115506268816,0.036139374769762,0.038502089605325,37637,15.6808870432228
Bozeman, MT,32.6,93108,0.515218885595223,0.667146365292704,0.045377729661218,0.951572367573141,0.003307986424367,0.010589852644241,54298,20.4446248312917
Pocatello, ID,31.5,83394,0.49835719596134,0.599122153734016,0.047536801407089,0.903913950643931,0.007446578890568,0.012638798954361,43953,25.8273464986851
Casper, WY,35.5,78667,0.506540226524464,0.658936669775819,0.03813000546782,0.924161338299414,0.010474531887577,0.008999961864568,56769,29.9185679464449
Mount Pleasant, MI,26.1,70506,0.48578844353672,0.549550908237818,0.075993699309605,0.886350097864012,0.024877315405781,0.016651065157575,37615,15.5587625641587
Cookeville, TN,37,106901,0.49297948569237,0.492179293308246,0.057094044719436,0.95289099260063,0.018867924528302,0.007932573128409,34654,29.1378632904377
Fort Polk South, LA,28.8,52844,0.520191507077435,0.441575437271926,0.035862589656474,0.770664597683748,0.142248883506169,0.016406782226932,46867,18.3089556824901
Warsaw, IN,36.8,77790,0.499035865792518,0.614640998099645,0.051623564405519,0.925671680164546,0.007867335133051,0.012366628101298,52706,26.1478462465678
Salem, OH,41.5,106622,0.502157153307948,0.536532132340204,0.058386742883538,0.953846298137345,0.021946690176511,0.003554613494401,43707,23.4073601192405
Great Falls, MT,36.3,81953,0.500152526448086,0.565117736045108,0.032684931925492,0.893292496918966,0.013385721084036,0.008309640891731,45091,18.2769136687897
Faribault-Northfield, MN,34.6,64829,0.508013389069707,0.645342095090839,0.043158098183224,0.900985669993367,0.035431674096469,0.020592636011661,60365,19.8857271939672
Bemidji, MN,31.9,45236,0.500795826333009,0.578975833309613,0.071759984059662,0.743876558493236,0.00853302679282,0.009174109116633,43990,12.4434729973795
Kokomo, IN,39.2,82914,0.482873821067612,0.530827772986549,0.060823385229903,0.883204283956871,0.070494729478737,0.012482813517621,42078,28.1824517501176
Vicksburg, MS,35.8,57687,0.476017126909009,0.49782351496752,0.058910194879121,0.441572624681471,0.536689375422539,0.009464870768111,37686,16.0311345253558
Frankfort, KY,39,71173,0.485802200272575,0.560292752963423,0.06221000472747,0.869248169952089,0.080044398859118,0.010748457982662,48665,21.8167830771006
Ada, OK,33.7,37873,0.487576901750587,0.579511215266153,0.042517576163375,0.716262244871016,0.023393974599319,0.00554484725266,42566,7.62138851601284
Watertown-Fort Atkinson, WI,38.5,84201,0.498093846866427,0.650590375096905,0.045515534617449,0.94646144345079,0.007493972755668,0.007244569541929,54522,19.8014659821443
Greenville, MS,32.9,50038,0.466845197649786,0.449499329811559,0.130147967095062,0.268975578560294,0.710719852911787,0.005435868739758,28936,13.597502027994
New Castle, PA,42.5,89859,0.482433590402742,0.537868486892201,0.042845099532253,0.933417910281664,0.040752734840138,0.003360820841541,43991,18.4919725631735
Parkersburg-Vienna, WV,41.2,92405,0.484811427953033,0.521951024114081,0.056733516703608,0.963302851577296,0.010551377089984,0.005421784535469,42223,35.1885736628434
Vernal, UT,29,34576,0.511800092549745,0.621017653167186,0.028826583592939,0.873177926885701,0.003615224433133,0.0048010180472,62363,10.561311832334
Red Bluff, CA,38.9,63284,0.497661336198723,0.453759671179884,0.086939877498388,0.868655584349915,0.004977561468934,0.012720434865053,42369,13.0734459459886
Ketchikan, AK,38.1,13676,0.518133957297455,0.614417744916821,0.057301293900185,0.683606317636736,0.004021643755484,0.060982743492249,61712,2.5764622820956
Columbus, MS,34.7,59736,0.476479844649792,0.511153655860778,0.08557231053843,0.539841971340565,0.441241462434713,0.006930494174367,38672,11.3572994212381
Plattsburgh, NY,38.5,81829,0.514120910679588,0.523184601924759,0.041003207932342,0.918818511774554,0.041916679905657,0.013222696110181,50985,19.6356193580885
Glenwood Springs, CO,37,73987,0.517469285144688,0.673107364074329,0.05593599449415,0.900212199440442,0.010731615013448,0.00769054023004,60258,20.7977369972693
Searcy, AR,34.6,78275,0.492366656020441,0.524546840040209,0.039900774992704,0.912488022995848,0.043308847013734,0.004816352603002,42852,28.7017325378991
Enid, OK,35.1,61663,0.495824076026142,0.586204008125144,0.035704563064101,0.831260237095179,0.03222353761575,0.009681656747158,46726,13.9436550568991
Indiana, PA,37,88301,0.50202149466031,0.530345901306437,0.049170784539362,0.945244108220745,0.025209227528567,0.011245625757353,45168,27.5978857555265
Ardmore, OK,37.3,48288,0.485690026507621,0.552976926800409,0.038670467380197,0.74639662027833,0.069085487077535,0.009795394300862,43280,9.63028103256716
Williston, ND,33.4,27066,0.531811128352915,0.706580620848839,0.008855810447972,0.907559299490135,0.011157910293357,0.005505061701027,82823,7.25471495927264
Helena, MT,41,76237,0.500727992969293,0.627351794135405,0.038004014163798,0.938009103191364,0.004617180634075,0.005640305888217,56470,24.6481580251934
Findlay, OH,38.2,75290,0.486213308540311,0.6126842578112,0.053405650018301,0.937176251826272,0.013972639128702,0.017598618674459,50166,21.2197702495116
Brainerd, MN,43.9,91399,0.503342487335748,0.555020342626988,0.048087520920929,0.931180866311448,0.00641144870294,0.004879703279029,47742,26.3221043892966
Shelton, WA,43.7,60728,0.515314187854038,0.439494015451743,0.069012449461591,0.857215781846924,0.016368067448294,0.014869582400211,49538,15.495715430687
Zanesville, OH,38.7,85947,0.484414813780586,0.541171638945114,0.058449939863299,0.926943348807986,0.032613122040327,0.002862229048134,40937,18.2040650824464
Clarksburg, WV,40.9,94320,0.496151399491094,0.512103603720979,0.042186726424682,0.961757845631891,0.015161153519932,0.005152671755725,42555,31.0475936037469
Ashtabula, OH,40.4,100346,0.50133537958663,0.517059052010374,0.054892182781822,0.932084985948618,0.034161800171407,0.003866621489646,40304,35.7663238343157
Durant, OK,35.6,43595,0.486569560729441,0.538794229485356,0.056137702824301,0.743388003211377,0.019405895171465,0.004610620484,38743,15.4570538388215
Oxford, NC,40.2,57955,0.509861099128634,0.512126484930506,0.056776438744603,0.6156155637995,0.312639116555949,0.004503494090242,49655,18.6693683731346
Jefferson, GA,36.9,60928,0.495781906512605,0.558262576268294,0.051265093655331,0.887145483193277,0.072528230042017,0.016593356092437,52857,23.4230937705308
Aberdeen, WA,40.9,71734,0.514400423787883,0.447601887601888,0.078970398970399,0.864150890790978,0.012699696099479,0.014999860596091,43379,18.3746350111505
Danville, IL,38.6,80773,0.496886335780521,0.5146771037182,0.069203333122909,0.827987074888886,0.135428918079061,0.008257709878301,42548,16.1095913970494
Grants Pass, OR,46.2,83021,0.486443189072644,0.411172227624341,0.065483360666444,0.933619204779514,0.003179918333916,0.006046662892521,37447,29.8905448260777
Russellville, AR,34.8,84621,0.499344134434715,0.546699763734785,0.0459520890032,0.892449864690798,0.026175535623545,0.006617742640716,39455,29.3543092873434
Georgetown, SC,45,60389,0.476195995959529,0.462452433001376,0.063800501983645,0.636854394012154,0.331782278229479,0.004057030253854,41578,23.1286737618895
Oxford, MS,26.9,50256,0.488956542502388,0.517433685264186,0.056173884029648,0.717068608723337,0.242896370582617,0.022663960522127,41343,14.293495444711
Kalispell, MT,41.1,92373,0.49871715761099,0.584877989163645,0.052606564278052,0.95417492124322,0.002208437530447,0.005185497926883,46858,18.8225095982802
Meadville, PA,41,87801,0.488912426965524,0.530889389248522,0.04704475091472,0.959886561656473,0.018188858896824,0.004134349267093,43622,31.9246646021231
Junction City, KS,25.8,36458,0.514153272258489,0.50989700983958,0.052184233699606,0.693647484777004,0.167370673103297,0.029403697405233,45660,9.72951074961349
Henderson, NC,36.5,44998,0.467131872527668,0.491980285461953,0.065354263411299,0.433841504066847,0.50002222320992,0.00153340148451,34075,9.57475597403839
Safford, AZ,32.4,37311,0.536651389670607,0.427466150870406,0.064796905222437,0.762134491168824,0.0213877944842,0.004985125030152,46965,11.0312600000486
Durango, CO,37.3,52547,0.508078482120768,0.627729987777035,0.0401051636263,0.879403200943917,0.003882238757684,0.006870040154528,58456,16.0020694086846
Sandusky, OH,42.6,76416,0.489530988274707,0.575895018884979,0.05391096620073,0.869490682579565,0.081409652428811,0.005784128978224,48204,26.4767562667156
Morgan City, LA,37.2,53784,0.493529674252566,0.511532046700024,0.067929473433405,0.600197084634836,0.312881154246616,0.01546928454559,41956,14.2038792696081
New Philadelphia-Dover, OH,39.5,92616,0.49267945063488,0.578663148158224,0.049948310571848,0.969767642739915,0.009987475166278,0.003325559298609,44656,17.4976378011633
Laconia, NH,45,60252,0.487203744274049,0.608427688107283,0.038745683770979,0.963453495319657,0.008115913164708,0.01090420235013,60782,17.364803780851
Othello, WA,28.5,18951,0.508733048387948,0.587616194207575,0.082737958054851,0.674529048599019,0.000949817951559,0.009709250171495,44533,4.09986863289265
Clovis, NM,29.5,50173,0.513981623582405,0.549867091972355,0.05337586390218,0.723357184142866,0.064955254818329,0.014270623642198,40318,14.5133958472801
Cumberland, MD-WV,39.7,101888,0.511306532663317,0.472698085350707,0.055107684375806,0.9048170540201,0.067132537688442,0.006516959798995,37276,37.6239667254367
Carson City, NV,40.4,54634,0.513837537064831,0.515796347587201,0.087459749149947,0.833308928506059,0.015338433942234,0.023465241424754,50108,10.2097121622217
Walla Walla, WA,35.7,63507,0.51066811532587,0.541465898852196,0.040036040271086,0.869415969893083,0.015856519753728,0.015998236414883,47309,11.8019740603588
Payson, AZ,47.1,53242,0.498516209007926,0.418160480474952,0.057413074993672,0.792043875136171,0.005991510461666,0.006122985612862,40042,10.5060756607992
Ozark, AL,34.1,50013,0.494471437426269,0.487490484648566,0.058944430347628,0.749985003898986,0.194189510727211,0.011976886009638,44473,18.3976721787763
Centralia, WA,42,75382,0.500663288318166,0.477772074771926,0.07425865523122,0.913454140245682,0.007017590406198,0.010413626595208,42917,28.2064452804286
Warrensburg, MO,28.6,53879,0.511739267618181,0.535911986103069,0.050445859872612,0.89587780025613,0.044711297537074,0.013827279645131,49978,19.0969545239841
Athens, TX,41.4,78836,0.4909051702268,0.476181420557193,0.047621311527368,0.894971840276016,0.064691257801005,0.005517783753615,40299,24.3320522048855
Rock Springs, WY,33.4,44595,0.522098890010091,0.685151469929861,0.040889419489628,0.918600739993273,0.00926112792914,0.007063572149344,69448,11.5446079150935
Guymon, OK,30.9,21495,0.51495696673645,0.677337303802965,0.034431416340964,0.637404047452896,0.018608978832287,0.036427076064201,50172,5.28535642520348
Hudson, NY,45.4,62525,0.503718512594962,0.571261570303367,0.048772541729748,0.904598160735706,0.040847660935626,0.016793282686925,58625,22.2309640552351
Sevierville, TN,40.3,92561,0.492745324704789,0.585664826424628,0.057760429894799,0.948163913527296,0.007983924114908,0.010825293590173,42499,19.1989973074577
Miami, OK,37,32086,0.490369631615035,0.520723736649131,0.056711302407142,0.693947516050614,0.008633048681668,0.006607243034345,36616,9.50582249606143
Gardnerville Ranchos, NV,47.7,47135,0.50308687811605,0.518502505150182,0.05465551005875,0.894982497082847,0.004306778402461,0.011965630635409,58940,9.2029390791422
Laurinburg, NC,37,36034,0.489981683965144,0.385301450191369,0.077320130622564,0.466781373147583,0.386190819781318,0.00788144530166,30834,11.2941476191684
Stevens Point, WI,35.1,70337,0.499026117121856,0.62275874004846,0.052994115610938,0.94183715540896,0.006667898829919,0.027354024197791,50837,25.0241338813679
Auburn, NY,41.2,79481,0.511442986374102,0.563957423244939,0.050713714391189,0.923767944540205,0.041708081176633,0.005649148853185,51792,28.2797988534538
Greenfield Town, MA,43.4,71300,0.490028050490884,0.629931995690816,0.051424050632911,0.940841514726508,0.010715287517532,0.016900420757363,54072,15.846959817653
Portsmouth, OH,36.8,78520,0.495848191543556,0.439527509116854,0.055081655303631,0.94429444727458,0.028132959755476,0.003540499235863,36945,20.6802162114434
Clearlake, CA,43.9,64209,0.503029170365525,0.42458185697413,0.08480969253629,0.803485492687941,0.02331448862309,0.011945365914436,35997,14.5023550937008
Easton, MD,47,37894,0.475405077320948,0.559529471448048,0.044135831827262,0.822953501873648,0.134638729086399,0.01501556974719,58495,7.68940164407911
Las Vegas, NM,41.7,28899,0.492266168379529,0.42280627384485,0.025519287833828,0.617218588878508,0.018270528391986,0.007266687428631,28292,10.9140145907398
Olean, NY,40.5,79397,0.495824779273776,0.544335443037975,0.053101265822785,0.925689887527237,0.014559744070935,0.008186707306321,43503,16.1516367200502
Kinston, NC,39.4,59095,0.475979355275404,0.520335411922447,0.075318705173772,0.540925628225738,0.406531855486928,0.005364244013876,35687,18.4540622850863
Marion, IN,38.8,69313,0.480241801682224,0.513474247444234,0.05294023847912,0.889515675270151,0.066336762223537,0.006737552840016,39885,13.1388273558668
McAlester, OK,39.4,45220,0.510283060592658,0.509948740561098,0.031224163589263,0.721627598407784,0.034033613445378,0.00530738611234,41339,14.6541716329535
Selma, AL,35.9,42743,0.462648854783239,0.427252720381465,0.093501650568529,0.288187539480149,0.696207566151183,0.001286760405213,26494,11.7926630089346
Seneca, SC,42.3,74656,0.492552507501072,0.473912972166183,0.064869031803048,0.885461315902272,0.07566705957994,0.005866909558508,41197,28.0116804007452
Grand Island, NE,36.6,83426,0.500803106945077,0.672030089268993,0.041575628940633,0.940522139381008,0.016961139213195,0.009085896483111,50237,22.8993795330467
Ruston, LA,26.3,47243,0.484495057468831,0.52672527814518,0.074172048030291,0.546070317295684,0.408018119086425,0.018119086425502,34210,14.1466489377102
Carlsbad-Artesia, NM,35.4,54834,0.506255243097348,0.588635930653458,0.045842065155268,0.882536382536383,0.014279461647883,0.00618229565598,51303,20.9260133977864
