"","AGE","NH_WHITE","COMM_PT","H_F1","REG_DAYS","PR_PELIG","E_PELIG","POLITICALC","MESSAGE_A","MOVED_AD","Partition"
"5695",56,63,3,0,6364,33,70,1,0,"Y","V"
"5696",65,67,3,1,9285,0,40,1,0,"N","T"
"5697",79,61,0,1,0,0,30,0,0,"N","V"
"5698",53,78,1,0,8536,33,50,0,0,"N","T"
"5699",76,31,13,0,1377,50,75,0,0,"Y","V"
"5700",62,87,0,0,2799,0,44,1,0,"Y","T"
"5701",50,78,1,0,6790,33,50,0,0,"N","V"
"5702",37,23,11,0,4108,0,50,1,0,"N","V"
"5703",49,63,3,0,10868,67,90,1,0,"N","T"
"5704",65,89,0,0,1153,0,50,0,0,"N","T"
"5705",45,92,4,0,6552,0,40,1,0,"N","V"
"5706",43,67,3,0,3430,67,90,1,0,"N","T"
"5707",52,63,3,0,1841,0,50,1,0,"N","V"
"5708",25,89,0,0,1970,0,20,0,0,"N","V"
"5709",39,54,0,0,1091,0,0,1,0,"N","V"
"5710",43,85,4,0,2489,0,38,1,0,"Y","T"
"5711",22,68,1,0,1303,0,0,0,0,"N","V"
"5712",20,88,2,0,755,0,50,0,0,"Y","V"
"5713",50,37,4,0,1999,0,60,0,0,"N","T"
"5714",58,58,1,1,0,0,0,1,0,"N","V"
"5715",27,61,0,0,2854,33,78,0,0,"N","T"
"5716",54,88,0,0,13091,33,60,0,0,"Y","V"
"5717",22,88,0,0,1868,0,50,1,0,"Y","T"
"5718",29,74,1,0,908,0,50,0,0,"Y","T"
"5719",50,87,0,0,11660,33,70,0,0,"N","T"
"5720",67,64,4,0,4571,0,60,1,0,"N","V"
"5721",63,76,0,0,7822,0,40,0,0,"N","V"
"5722",75,42,19,0,0,67,80,1,0,"Y","T"
"5723",88,87,1,0,0,33,70,0,0,"Y","V"
"5724",44,88,0,0,482,0,0,1,0,"N","V"
"5725",31,88,2,0,1555,0,0,1,0,"Y","V"
"5726",54,61,0,0,9468,33,70,0,0,"N","T"
"5727",76,58,1,0,4507,33,70,1,0,"Y","T"
"5728",56,89,0,0,1293,0,50,1,0,"N","V"
"5729",65,31,13,0,328,0,0,0,0,"N","V"
"5730",28,89,0,0,3981,0,10,0,0,"N","T"
"5731",89,23,11,1,0,0,50,1,0,"N","T"
"5732",30,67,3,0,264,0,0,1,0,"Y","V"
"5733",64,42,19,0,3854,33,40,0,0,"N","V"
"5734",33,87,1,0,650,0,50,0,0,"N","T"
"5735",35,64,4,0,776,0,0,1,0,"N","V"
"5736",67,58,1,0,6154,0,50,1,0,"Y","T"
"5737",72,78,5,0,17413,0,40,1,0,"N","V"
"5738",35,72,10,0,6089,0,0,1,0,"Y","V"
"5739",67,89,0,0,328,0,0,0,0,"N","T"
"5740",20,67,3,0,529,0,100,1,0,"Y","V"
"5741",59,54,0,1,8599,0,40,0,0,"Y","T"
"5742",83,85,4,0,7113,0,50,1,0,"N","T"
"5743",39,45,0,0,7018,0,20,0,0,"N","T"
"5744",24,42,17,0,2093,33,33,0,0,"N","V"
"5745",43,65,2,0,6857,0,0,0,0,"N","V"
"5746",42,78,5,0,1667,0,25,1,0,"Y","V"
"5747",66,42,17,1,7834,33,60,1,0,"Y","T"
"5748",71,46,1,0,18051,33,60,0,0,"N","T"
"5749",25,89,0,0,658,0,0,0,0,"N","T"
"5750",55,65,2,0,3809,0,50,0,0,"N","V"
"5751",60,65,2,0,1015,100,100,0,0,"Y","T"
"5752",53,85,4,0,0,33,60,1,0,"N","V"
"5753",38,88,0,0,7151,0,50,1,0,"N","V"
"5754",66,23,11,0,0,100,90,1,0,"N","V"
"5755",27,64,4,0,3099,33,67,1,0,"N","V"
"5756",91,45,0,0,3599,33,20,0,0,"Y","V"
"5757",41,88,0,1,7151,0,50,0,0,"N","T"
"5758",64,64,4,0,10746,0,40,1,0,"N","T"
"5759",75,85,4,0,1141,0,0,1,0,"N","V"
"5760",86,78,5,1,0,0,60,1,0,"N","T"
"5761",47,76,0,0,7809,33,70,0,0,"N","T"
"5762",49,53,2,0,7950,0,0,1,0,"N","T"
"5763",22,68,1,0,1189,0,0,0,0,"N","T"
"5764",71,83,1,0,0,0,20,0,0,"N","T"
"5765",47,78,5,0,3809,0,30,1,0,"N","V"
"5766",21,58,1,1,907,0,50,1,0,"N","T"
"5767",61,53,2,0,748,0,50,1,0,"Y","T"
"5768",56,74,1,0,7033,0,0,0,0,"N","T"
"5769",43,23,11,0,943,0,0,1,0,"N","V"
"5770",25,61,0,0,2083,0,0,0,0,"Y","V"
"5771",32,42,17,0,3970,0,10,0,0,"Y","V"
"5772",90,88,0,1,0,33,80,1,0,"N","V"
"5773",55,87,0,0,7278,67,80,0,0,"N","T"
"5774",67,54,0,0,4891,100,90,0,0,"Y","T"
"5775",69,89,0,0,4852,67,80,1,0,"Y","T"
"5776",30,64,4,0,2629,0,13,1,0,"N","T"
"5777",24,85,4,0,2014,0,33,1,0,"N","V"
"5778",26,42,17,0,3025,0,0,0,0,"Y","T"
"5779",60,85,4,0,7883,0,40,1,0,"Y","T"
"5780",65,74,1,0,3639,0,50,0,0,"N","T"
"5781",57,23,11,0,1377,0,50,1,0,"N","V"
"5782",40,42,17,0,7217,0,0,0,0,"Y","T"
"5783",69,76,0,0,10807,67,90,0,0,"N","T"
"5784",69,78,5,1,17351,0,60,1,0,"Y","T"
"5785",43,62,2,0,2699,0,0,0,0,"N","V"
"5786",64,76,2,0,7904,0,0,0,0,"Y","T"
"5787",25,65,2,0,2504,0,0,0,0,"N","V"
"5788",28,53,2,0,2475,0,13,1,0,"N","T"
"5789",30,63,3,1,3492,0,40,1,0,"N","T"
"5790",43,67,3,0,6536,0,20,1,0,"Y","V"
"5791",82,45,0,0,5256,0,10,0,0,"N","V"
"5792",51,85,4,0,10746,0,50,1,0,"Y","V"
"5793",35,67,3,0,6118,0,40,1,0,"Y","T"
"5794",44,85,4,0,9315,0,20,1,0,"Y","T"
"5795",28,78,5,1,2033,0,33,1,0,"Y","V"
"5796",81,45,0,0,7830,0,40,0,0,"N","V"
"5797",61,45,0,0,6732,0,20,0,0,"Y","V"
"5798",24,63,3,0,2218,0,13,1,0,"Y","T"
"5799",34,63,3,0,5621,33,70,1,0,"Y","V"
"5800",46,61,0,0,0,33,60,0,0,"N","V"
"5801",39,88,2,0,1292,50,75,0,0,"N","T"
"5802",70,87,0,0,0,0,50,1,0,"N","T"
"5803",49,23,11,0,3177,0,33,1,0,"Y","T"
"5804",77,63,3,0,3752,33,60,1,0,"N","V"
"5805",64,64,4,0,3077,0,33,1,0,"Y","V"
"5806",56,83,1,0,1977,0,0,0,0,"N","T"
"5807",93,31,13,0,7818,67,60,0,0,"Y","T"
"5808",65,64,4,1,2511,0,38,1,0,"Y","T"
"5809",67,87,0,0,4582,33,60,0,0,"Y","T"
"5810",33,54,0,0,3483,0,40,0,0,"N","V"
"5811",63,83,1,0,12237,67,70,0,0,"N","V"
"5812",55,42,19,0,7837,33,60,0,0,"Y","V"
"5813",31,87,1,0,1978,0,60,0,0,"Y","V"
"5814",31,62,2,0,986,0,50,0,0,"N","T"
"5815",80,88,2,1,18051,0,40,1,0,"N","T"
"5816",65,62,2,0,3784,67,80,0,0,"N","T"
"5817",50,54,0,0,8343,67,90,0,0,"N","V"
"5818",59,23,11,0,2021,0,33,1,0,"N","V"
"5819",46,62,2,0,9285,0,20,0,0,"N","V"
"5820",41,88,0,0,7312,0,50,1,0,"N","T"
"5821",58,37,4,0,0,0,60,0,0,"Y","T"
"5822",31,31,13,0,2015,0,0,0,0,"Y","V"
"5823",50,58,1,0,0,33,70,1,0,"N","T"
"5824",69,23,11,0,0,67,80,1,0,"Y","V"
"5825",57,63,3,0,0,67,80,1,0,"Y","V"
"5826",31,42,17,0,2315,0,25,0,0,"Y","T"
"5827",71,45,0,0,1618,100,100,0,0,"N","T"
"5828",56,58,5,1,6413,0,30,0,0,"N","V"
"5829",35,65,2,0,5978,0,0,0,0,"N","T"
"5830",52,42,19,0,5417,0,10,0,0,"Y","V"
"5831",32,62,2,0,5041,33,50,0,0,"Y","T"
"5832",29,58,5,0,1048,0,0,0,0,"N","T"
"5833",62,65,2,0,11638,0,50,0,0,"N","V"
"5834",62,53,2,0,3472,33,70,1,0,"Y","T"
"5835",42,78,1,0,7809,0,20,0,0,"N","T"
"5836",39,76,2,0,6635,0,60,0,0,"N","V"
"5837",59,53,2,0,280,0,0,1,0,"N","T"
"5838",35,72,10,0,1989,0,40,1,0,"N","T"
"5839",48,78,5,0,615,0,50,1,0,"Y","T"
"5840",61,87,1,0,2688,0,33,0,0,"Y","T"
"5841",57,85,4,0,0,0,40,1,0,"Y","T"
"5842",75,87,2,0,7302,0,50,1,0,"N","T"
"5843",37,67,3,0,4843,0,60,1,0,"N","T"
"5844",57,64,4,0,0,0,50,1,0,"N","V"
"5845",28,23,11,0,1429,0,50,0,0,"Y","V"
"5846",54,76,2,0,3277,0,44,0,0,"N","T"
"5847",65,87,1,0,1251,0,67,0,0,"N","T"
"5848",63,72,10,0,0,100,100,1,0,"N","T"
"5849",89,87,1,1,0,0,10,0,0,"N","V"
"5850",62,91,0,0,1719,0,50,0,0,"Y","T"
"5851",94,31,13,1,8040,100,90,1,0,"Y","V"
"5852",32,63,3,0,1716,0,0,1,0,"N","V"
"5853",43,63,3,0,5768,0,10,1,0,"N","T"
"5854",46,64,4,0,3456,0,20,1,0,"N","T"
"5855",77,53,2,0,796,0,0,1,0,"N","V"
"5856",56,85,4,1,6427,0,30,1,0,"N","V"
"5857",87,88,2,0,0,100,80,1,0,"N","V"
"5858",50,89,0,0,2727,0,22,0,0,"Y","V"
"5859",35,42,19,0,5521,0,0,1,0,"N","T"
"5860",75,85,4,0,0,0,50,1,0,"N","T"
"5861",55,37,4,0,7159,0,20,0,0,"Y","V"
"5862",24,85,4,0,1979,0,60,1,0,"Y","T"
"5863",63,87,1,0,4218,0,40,0,0,"N","V"
"5864",65,89,0,0,10077,33,60,0,0,"N","V"
"5865",50,67,3,0,7841,0,30,1,0,"Y","T"
"5866",36,88,0,0,6427,0,10,0,0,"N","V"
"5867",83,85,4,0,0,33,60,1,0,"Y","T"
"5868",59,76,2,0,3016,0,33,0,0,"Y","T"
"5869",37,42,19,0,5942,0,30,0,0,"N","V"
"5870",49,58,1,0,4857,0,40,1,0,"N","T"
"5871",63,63,3,0,1799,0,0,1,0,"N","V"
"5872",39,58,1,0,2512,0,13,1,0,"N","T"
"5873",52,97,0,0,7342,0,0,1,0,"Y","T"
"5874",29,98,0,0,3874,0,10,1,0,"Y","T"
"5875",58,87,1,0,1397,0,0,0,0,"N","V"
"5876",54,23,11,0,5347,0,60,1,0,"Y","T"
"5877",32,61,0,1,4899,0,40,0,0,"Y","V"
"5878",89,72,10,0,0,0,50,1,0,"Y","T"
"5879",56,58,1,0,13668,67,90,1,0,"N","V"
"5880",87,78,5,0,21187,100,90,1,0,"Y","V"
"5881",56,23,11,0,2386,0,50,1,0,"Y","V"
"5882",68,53,2,0,3184,100,100,1,0,"N","T"
"5883",33,42,19,1,5321,67,70,0,0,"Y","T"
"5884",51,88,0,0,6496,0,30,1,0,"Y","V"
"5885",24,85,4,0,2244,0,38,1,0,"N","V"
"5886",25,68,0,0,2149,0,33,0,0,"Y","T"
"5887",56,89,0,0,9330,100,80,0,0,"N","V"
"5888",58,74,1,0,0,33,70,0,0,"N","T"
"5889",47,89,0,0,2729,67,67,0,0,"N","T"
"5890",56,76,2,1,9834,0,50,0,0,"N","T"
"5891",65,88,2,0,12299,0,50,0,0,"N","T"
"5892",57,63,3,0,1070,0,0,1,0,"N","V"
"5893",29,62,2,1,3753,0,40,0,0,"Y","T"
"5894",73,91,0,0,3456,33,70,1,0,"N","T"
"5895",60,63,3,0,5396,67,80,1,0,"N","T"
"5896",54,64,4,0,3433,0,30,1,0,"N","V"
"5897",55,88,2,0,0,33,70,1,0,"Y","V"
"5898",42,54,0,0,8692,0,50,0,0,"N","T"
"5899",66,65,2,0,2273,0,38,0,0,"Y","V"
"5900",31,68,1,0,1593,0,0,0,0,"N","T"
"5901",45,58,5,1,1180,0,0,0,0,"Y","T"
"5902",27,88,0,0,3107,0,22,0,0,"N","V"
"5903",44,78,5,0,0,0,10,1,0,"N","T"
"5904",24,42,17,0,538,0,100,0,0,"Y","T"
"5905",44,23,11,0,7298,0,20,1,0,"N","V"
"5906",69,54,0,0,650,0,50,1,0,"N","T"
"5907",50,83,1,0,3434,33,60,0,0,"N","T"
"5908",49,78,5,0,3717,0,20,1,0,"Y","T"
"5909",55,83,1,0,0,100,90,0,0,"Y","T"
"5910",50,74,1,1,6439,0,40,0,0,"N","T"
"5911",43,58,1,0,7046,0,0,1,0,"N","V"
"5912",46,63,3,0,7029,0,40,1,0,"Y","V"
"5913",79,65,2,0,7825,0,20,0,0,"Y","T"
"5914",29,68,1,0,2324,0,25,0,0,"Y","T"
"5915",80,85,4,0,3706,33,60,1,0,"N","T"
"5916",38,67,3,1,5955,0,30,1,0,"N","V"
"5917",67,58,1,0,0,0,50,1,0,"Y","T"
"5918",33,58,5,0,678,0,0,0,0,"N","T"
"5919",52,88,0,0,917,0,50,0,0,"N","V"
"5920",58,64,4,0,6193,0,30,1,0,"Y","V"
"5921",31,78,5,0,4338,0,40,1,0,"N","T"
"5922",46,42,19,0,9346,100,90,0,0,"N","V"
"5923",64,61,0,0,6462,0,0,0,0,"N","T"
"5924",72,67,3,0,0,100,100,1,0,"N","V"
"5925",75,68,0,1,0,0,40,0,0,"N","T"
"5926",37,85,4,0,6726,0,0,1,0,"N","V"
"5927",56,67,3,0,13668,33,70,1,0,"N","T"
"5928",63,76,2,0,462,0,0,0,0,"N","T"
"5929",53,23,11,0,0,0,60,1,0,"Y","T"
"5930",86,58,5,0,21003,0,40,0,0,"Y","T"
"5931",37,58,1,0,1989,0,20,1,0,"N","V"
"5932",55,67,3,1,0,33,60,0,0,"N","V"
"5933",56,64,4,0,0,0,40,1,0,"N","T"
"5934",69,92,4,1,0,100,90,0,0,"Y","V"
"5935",69,83,1,0,1070,0,100,0,0,"N","T"
"5936",71,42,19,0,6220,0,10,0,0,"N","T"
"5937",54,42,17,0,7874,0,50,0,0,"Y","T"
"5938",23,62,2,0,760,0,50,0,0,"N","T"
"5939",63,68,1,0,0,0,50,0,0,"Y","V"
"5940",45,85,4,0,3260,0,56,1,0,"Y","T"
"5941",64,63,1,0,0,67,70,0,0,"N","T"
"5942",60,45,0,1,1784,0,0,0,0,"N","V"
"5943",63,87,0,0,3438,33,50,0,0,"Y","V"
"5944",22,63,3,0,1672,0,0,1,0,"N","T"
"5945",22,87,1,0,307,0,0,0,0,"N","V"
"5946",26,23,11,0,1971,0,40,1,0,"N","V"
"5947",44,58,1,0,0,67,80,1,0,"N","T"
"5948",51,98,0,0,10746,0,30,0,0,"Y","T"
"5949",55,82,0,0,3435,0,50,0,0,"N","T"
"5950",93,88,0,0,5111,67,70,0,0,"Y","V"
"5951",43,88,2,0,0,0,10,0,0,"N","T"
"5952",29,23,11,0,2918,0,56,1,0,"Y","T"
"5953",43,61,0,0,8596,0,50,0,0,"Y","V"
"5954",28,61,0,0,3598,33,60,0,0,"N","V"
"5955",71,63,3,0,5608,0,30,1,0,"N","T"
"5956",49,42,19,0,4621,33,70,0,0,"Y","T"
"5957",56,42,17,0,2000,50,60,0,0,"Y","V"
"5958",54,87,2,0,0,100,80,1,0,"N","V"
"5959",31,87,0,0,4711,33,70,0,0,"N","V"
"5960",53,46,1,0,1970,0,20,1,0,"N","V"
"5961",36,88,0,0,566,0,50,1,0,"Y","T"
"5962",54,62,2,0,8016,33,70,0,0,"N","T"
"5963",41,68,1,0,1987,0,0,0,0,"N","T"
"5964",68,85,4,0,12299,0,40,1,0,"Y","V"
"5965",58,92,4,0,4624,0,20,1,0,"N","V"
"5966",31,58,1,0,3435,0,0,1,0,"N","V"
"5967",62,42,19,1,6355,33,70,0,0,"Y","T"
"5968",35,78,5,0,2218,0,38,1,0,"N","V"
"5969",87,83,1,0,0,0,0,0,0,"N","T"
"5970",64,31,13,0,5083,33,50,1,0,"Y","V"
"5971",70,58,1,0,6917,67,90,1,0,"N","T"
"5972",53,68,0,1,7108,33,60,0,0,"Y","T"
"5973",55,97,0,0,0,0,40,1,0,"Y","T"
"5974",64,91,0,0,1400,0,25,0,0,"N","V"
"5975",28,64,4,0,3189,0,44,1,0,"Y","V"
"5976",59,67,3,0,8039,67,90,1,0,"N","T"
"5977",96,67,3,0,0,0,20,1,0,"Y","V"
"5978",59,76,2,0,10138,33,70,0,0,"N","T"
"5979",38,62,2,0,2708,0,33,0,0,"N","T"
"5980",68,89,0,1,2329,33,25,0,0,"N","T"
"5981",76,31,13,1,8576,0,50,0,0,"Y","V"
"5982",71,74,1,1,5641,0,0,0,0,"N","V"
"5983",46,88,0,0,5355,0,50,0,0,"N","T"
"5984",47,45,0,0,6994,0,0,0,0,"N","T"
"5985",48,58,5,0,4858,0,20,0,0,"N","V"
"5986",49,64,4,0,5129,0,60,1,0,"Y","V"
"5987",52,58,1,0,6663,33,60,1,0,"N","V"
"5988",70,61,0,0,14886,0,60,0,0,"N","V"
"5989",36,88,0,0,5555,0,40,1,0,"N","T"
"5990",51,64,4,0,1972,0,40,1,0,"Y","T"
"5991",48,63,3,1,2930,0,44,1,0,"Y","V"
"5992",34,58,1,0,5513,33,60,1,0,"Y","V"
"5993",42,85,4,0,3897,33,60,1,0,"N","T"
"5994",31,89,0,0,3786,0,30,0,0,"N","T"
"5995",60,85,4,1,1310,0,25,1,0,"N","V"
"5996",37,23,11,0,3487,0,30,1,0,"Y","V"
"5997",56,64,4,0,0,0,40,0,0,"N","T"
"5998",44,58,1,0,6180,0,10,1,0,"N","V"
"5999",44,88,2,0,0,0,10,1,0,"N","T"
"6000",57,89,0,0,3459,0,50,0,0,"N","V"
"6001",88,67,3,1,0,0,0,1,0,"N","T"
"6002",30,31,13,1,4339,33,40,0,0,"N","T"
"6003",66,76,2,0,0,67,80,0,0,"Y","V"
"6004",70,53,2,0,2951,33,67,1,0,"Y","V"
"6005",69,97,0,0,910,0,50,0,0,"Y","T"
"6006",53,99,0,1,610,0,0,0,0,"N","V"
"6007",59,42,17,0,4281,33,70,0,0,"Y","T"
"6008",27,97,0,0,2702,0,11,0,0,"Y","T"
"6009",57,89,0,0,3183,0,44,0,0,"N","V"
"6010",40,88,2,0,3437,33,70,0,0,"N","T"
"6011",61,85,4,0,0,100,90,1,0,"Y","T"
"6012",94,85,4,1,0,100,90,1,0,"Y","V"
"6013",36,58,1,0,216,0,0,0,0,"N","T"
"6014",42,58,1,0,7841,0,0,1,0,"N","V"
"6015",46,63,3,0,2001,0,60,1,0,"N","V"
"6016",29,61,0,0,3521,0,40,0,0,"N","T"
"6017",52,85,4,0,9620,67,80,1,0,"N","V"
"6018",53,64,4,0,5635,0,10,1,0,"N","T"
"6019",53,87,0,0,4162,0,30,0,0,"N","T"
"6020",28,54,0,0,3430,0,40,0,0,"Y","T"
"6021",60,89,0,0,5584,100,90,1,0,"N","V"
"6022",65,23,11,0,5916,0,0,1,0,"N","V"
"6023",27,63,3,0,3162,0,0,1,0,"N","V"
"6024",50,72,10,0,7825,0,0,1,0,"N","V"
"6025",20,61,0,0,903,0,50,0,0,"N","V"
"6026",36,78,5,0,669,0,50,1,0,"Y","T"
"6027",45,67,3,0,7885,0,40,1,0,"N","V"
"6028",38,63,3,0,5452,0,50,1,0,"N","V"
"6029",32,64,0,0,4577,0,30,1,0,"Y","V"
"6030",26,97,0,0,410,0,0,1,0,"N","T"
"6031",18,88,0,0,725,0,0,1,0,"N","V"
"6032",55,54,0,0,7810,0,50,0,0,"N","T"
"6033",70,62,2,0,2521,0,38,0,0,"Y","T"
"6034",62,42,19,0,0,100,90,1,0,"Y","V"
"6035",73,76,2,0,0,0,30,0,0,"Y","T"
"6036",63,87,2,0,0,0,50,1,0,"N","T"
"6037",40,89,0,0,7102,33,70,0,0,"N","T"
"6038",32,91,0,0,2883,0,22,0,0,"N","V"
"6039",75,88,2,0,7095,0,40,1,0,"N","V"
"6040",23,64,4,0,1156,0,0,1,0,"Y","T"
"6041",55,85,4,0,0,0,50,1,0,"N","V"
"6042",32,45,0,0,3455,0,30,0,0,"N","V"
"6043",61,91,0,0,7810,0,20,0,0,"N","T"
"6044",51,42,17,0,7841,33,70,0,0,"N","T"
"6045",46,67,3,0,9315,0,40,1,0,"N","V"
"6046",52,61,0,0,7841,0,20,0,0,"N","V"
"6047",63,62,2,0,7204,67,90,0,0,"N","T"
"6048",67,62,2,1,2748,0,22,0,0,"N","V"
"6049",25,67,3,0,2212,0,38,1,0,"Y","T"
"6050",46,54,0,0,5671,33,70,0,0,"N","T"
"6051",25,42,17,0,2005,0,40,0,0,"N","V"
"6052",48,76,0,0,720,0,0,0,0,"N","T"
"6053",26,42,19,0,2729,0,0,0,0,"N","T"
"6054",65,65,2,0,3401,0,22,0,0,"Y","T"
"6055",38,42,17,0,3511,0,0,0,0,"N","T"
"6056",62,85,4,0,0,33,60,1,0,"N","V"
"6057",40,53,2,0,1154,0,50,1,0,"Y","T"
"6058",51,58,1,0,6411,0,30,1,0,"N","T"
"6059",52,42,19,0,1868,50,75,0,0,"Y","T"
"6060",71,62,2,1,0,100,90,0,0,"N","V"
"6061",68,54,0,0,12919,33,50,0,0,"Y","V"
"6062",18,85,4,0,671,0,0,1,0,"Y","T"
"6063",46,23,11,0,2155,33,67,1,0,"Y","T"
"6064",67,78,1,0,8621,0,50,0,0,"N","T"
"6065",26,89,0,0,2625,0,13,0,0,"N","T"
"6066",21,31,13,1,507,0,100,0,0,"Y","T"
"6067",54,97,0,1,0,100,100,1,0,"N","T"
"6068",46,58,1,0,5744,0,10,1,0,"N","T"
"6069",83,98,0,0,19604,0,50,1,0,"Y","V"
"6070",47,85,4,0,7881,0,40,1,0,"N","T"
"6071",44,23,11,0,2840,0,0,1,0,"N","T"
"6072",62,87,1,0,5324,0,30,0,0,"Y","T"
"6073",45,58,1,0,6839,0,0,1,0,"N","V"
"6074",30,42,17,0,1958,0,40,0,0,"N","T"
"6075",52,91,0,0,6728,0,40,0,0,"N","T"
"6076",76,37,4,1,6805,0,0,0,0,"N","T"
"6077",58,23,11,0,7824,67,90,1,0,"N","T"
"6078",49,31,13,0,7840,0,0,0,0,"N","T"
"6079",61,63,3,0,2107,33,67,1,0,"Y","T"
"6080",48,87,2,0,1994,0,40,1,0,"Y","T"
"6081",41,88,2,0,620,0,50,0,0,"N","V"
"6082",52,88,2,0,4537,33,10,1,0,"N","V"
"6083",28,42,17,0,377,0,0,0,0,"N","V"
"6084",29,87,1,0,3483,0,50,0,0,"N","V"
"6085",29,58,1,0,1363,0,0,1,0,"N","V"
"6086",65,63,3,0,5320,0,40,1,0,"N","T"
"6087",30,87,0,0,1706,0,0,0,0,"N","T"
"6088",35,62,2,0,6313,0,40,0,0,"N","T"
"6089",52,85,4,0,0,33,50,1,0,"Y","V"
"6090",27,87,1,0,649,0,50,0,0,"Y","T"
"6091",39,54,0,0,1973,0,40,0,0,"N","V"
"6092",80,87,0,1,0,100,90,0,0,"N","T"
"6093",61,63,1,0,0,67,70,0,0,"N","T"
"6094",48,87,2,0,4901,0,60,1,0,"N","T"
"6095",62,89,0,0,1700,50,75,1,0,"Y","T"
"6096",54,87,0,0,10169,0,50,1,0,"N","V"
"6097",67,64,4,0,15159,0,30,1,0,"N","V"
"6098",26,58,1,0,2317,0,13,1,0,"N","V"
"6099",59,68,1,0,7188,0,50,0,0,"N","V"
"6100",50,42,19,0,3595,100,70,0,0,"Y","T"
"6101",20,23,11,0,949,0,0,1,0,"N","T"
"6102",71,92,4,0,0,33,70,1,0,"N","V"
"6103",66,89,0,0,3164,67,78,0,0,"N","T"
"6104",75,87,1,0,6315,33,80,0,0,"N","T"
"6105",28,88,2,0,3427,0,20,1,0,"Y","T"
"6106",58,67,3,0,8496,33,70,0,0,"N","T"
"6107",30,89,0,0,3602,33,50,0,0,"Y","T"
"6108",65,87,0,0,3543,0,20,0,0,"Y","T"
"6109",74,85,4,0,6651,0,50,1,0,"N","T"
"6110",47,42,17,0,5296,0,30,0,0,"N","T"
"6111",38,97,0,0,7244,33,40,0,0,"N","T"
"6112",87,58,1,0,0,0,30,1,0,"Y","T"
"6113",41,76,2,0,1618,0,50,1,0,"Y","T"
"6114",43,42,19,0,7279,0,50,0,0,"Y","V"
"6115",43,78,5,0,1975,0,0,1,0,"N","T"
"6116",77,82,0,0,5671,100,90,1,0,"Y","V"
"6117",59,90,0,0,3549,0,60,0,0,"Y","T"
"6118",33,31,13,1,762,0,50,0,0,"Y","T"
"6119",52,67,3,0,5647,100,80,1,0,"N","T"
"6120",41,85,4,0,883,100,100,1,0,"Y","T"
"6121",64,76,2,0,3114,0,44,0,0,"N","V"
"6122",56,82,8,0,1974,0,40,0,0,"Y","T"
"6123",38,85,4,0,2048,0,50,1,0,"Y","T"
"6124",22,23,11,0,1607,0,50,1,0,"Y","V"
"6125",26,88,0,0,2680,0,13,0,0,"N","T"
"6126",83,58,1,1,0,67,70,1,0,"N","V"
"6127",53,63,3,0,0,33,50,1,0,"N","V"
"6128",84,88,0,1,16590,0,30,0,0,"Y","V"
"6129",24,64,4,0,2000,0,40,1,0,"N","V"
"6130",45,37,4,0,134,0,0,0,0,"N","V"
"6131",48,45,0,0,10776,0,50,0,0,"N","T"
"6132",51,42,17,0,4491,0,0,0,0,"N","T"
"6133",60,85,4,0,7895,0,60,1,0,"Y","V"
"6134",68,87,1,1,10807,67,80,1,0,"Y","V"
"6135",23,58,1,0,362,0,0,1,0,"Y","T"
"6136",36,64,4,1,5599,0,60,1,0,"Y","V"
"6137",45,78,5,0,1719,0,0,1,0,"N","T"
"6138",46,87,2,0,5996,33,70,1,0,"N","V"
"6139",29,58,1,0,1714,0,50,1,0,"Y","T"
"6140",55,88,2,0,6803,0,50,1,0,"N","V"
"6141",46,85,4,0,9012,0,40,1,0,"N","V"
"6142",44,67,3,0,6838,33,70,1,0,"Y","V"
"6143",33,61,0,0,3802,0,50,0,0,"N","T"
"6144",38,76,2,0,6357,0,0,0,0,"N","V"
"6145",68,88,2,0,9285,67,70,1,0,"N","V"
"6146",32,88,2,0,4898,33,60,1,0,"N","T"
"6147",46,64,4,0,0,0,50,1,0,"N","V"
"6148",47,61,0,0,5405,0,60,0,0,"N","T"
"6149",37,23,11,0,6824,0,0,1,0,"Y","T"
"6150",65,97,0,0,10746,0,50,1,0,"N","T"
"6151",47,42,17,0,7302,0,50,0,0,"Y","V"
"6152",63,58,1,0,2724,0,11,1,0,"N","V"
"6153",45,65,2,0,5606,0,20,0,0,"N","T"
"6154",43,62,2,0,1909,0,50,1,0,"N","T"
"6155",52,63,3,0,7892,0,30,1,0,"N","T"
"6156",33,74,1,0,2258,0,25,0,0,"N","T"
"6157",36,63,3,0,5593,0,50,1,0,"N","T"
"6158",82,78,5,0,21187,67,80,1,0,"Y","T"
"6159",83,45,0,1,2316,67,75,0,0,"Y","V"
"6160",58,42,17,0,10838,0,50,0,0,"Y","V"
"6161",66,82,0,0,13668,0,20,0,0,"N","V"
"6162",21,62,2,0,762,0,50,0,0,"Y","T"
"6163",50,88,2,0,3308,0,22,1,0,"Y","V"
"6164",82,67,3,0,0,0,50,1,0,"N","T"
"6165",48,91,0,0,2925,0,11,0,0,"Y","T"
"6166",69,76,2,0,12929,0,50,0,0,"Y","T"
"6167",27,72,10,0,2888,0,22,1,0,"N","V"
"6168",34,54,0,0,1112,0,50,0,0,"N","V"
"6169",41,45,0,0,5257,33,50,0,0,"N","T"
"6170",58,58,1,0,3486,0,0,1,0,"Y","T"
"6171",64,45,0,0,599,0,50,0,0,"Y","V"
