"","user","variant","conversion"
"10265",10265,"treatemnt",0
"10266",10266,"treatemnt",0
"10267",10267,"treatemnt",0
"10268",10268,"treatemnt",0
"10269",10269,"treatemnt",0
"10270",10270,"treatemnt",0
"10271",10271,"treatemnt",0
"10272",10272,"treatemnt",0
"10273",10273,"treatemnt",0
"10274",10274,"treatemnt",1
"10275",10275,"treatemnt",0
"10276",10276,"treatemnt",0
"10277",10277,"treatemnt",0
"10278",10278,"treatemnt",0
"10279",10279,"treatemnt",0
"10280",10280,"treatemnt",0
"10281",10281,"treatemnt",0
"10282",10282,"treatemnt",0
"10283",10283,"treatemnt",0
"10284",10284,"treatemnt",0
"10285",10285,"treatemnt",0
"10286",10286,"treatemnt",0
"10287",10287,"treatemnt",0
"10288",10288,"treatemnt",0
"10289",10289,"treatemnt",0
"10290",10290,"treatemnt",0
"10291",10291,"treatemnt",0
"10292",10292,"treatemnt",0
"10293",10293,"treatemnt",0
"10294",10294,"treatemnt",0
"10295",10295,"treatemnt",0
"10296",10296,"treatemnt",0
"10297",10297,"treatemnt",0
"10298",10298,"treatemnt",0
"10299",10299,"treatemnt",0
"10300",10300,"treatemnt",0
"10301",10301,"treatemnt",0
"10302",10302,"treatemnt",0
"10303",10303,"treatemnt",0
"10304",10304,"treatemnt",0
"10305",10305,"treatemnt",0
"10306",10306,"treatemnt",0
"10307",10307,"treatemnt",0
"10308",10308,"treatemnt",0
"10309",10309,"treatemnt",0
"10310",10310,"treatemnt",0
"10311",10311,"treatemnt",1
"10312",10312,"treatemnt",0
"10313",10313,"treatemnt",0
"10314",10314,"treatemnt",1
"10315",10315,"treatemnt",0
"10316",10316,"treatemnt",0
"10317",10317,"treatemnt",0
"10318",10318,"treatemnt",0
"10319",10319,"treatemnt",0
"10320",10320,"treatemnt",0
"10321",10321,"treatemnt",0
"10322",10322,"treatemnt",0
"10323",10323,"treatemnt",0
"10324",10324,"treatemnt",0
"10325",10325,"treatemnt",0
"10326",10326,"treatemnt",0
"10327",10327,"treatemnt",0
"10328",10328,"treatemnt",0
"10329",10329,"treatemnt",0
"10330",10330,"treatemnt",0
"10331",10331,"treatemnt",0
"10332",10332,"treatemnt",0
"10333",10333,"treatemnt",0
"10334",10334,"treatemnt",0
"10335",10335,"treatemnt",0
"10336",10336,"treatemnt",0
"10337",10337,"treatemnt",0
"10338",10338,"treatemnt",0
"10339",10339,"treatemnt",0
"10340",10340,"treatemnt",0
"10341",10341,"treatemnt",0
"10342",10342,"treatemnt",0
"10343",10343,"treatemnt",0
"10344",10344,"treatemnt",0
"10345",10345,"treatemnt",0
"10346",10346,"treatemnt",0
"10347",10347,"treatemnt",0
"10348",10348,"treatemnt",0
"10349",10349,"treatemnt",0
"10350",10350,"treatemnt",0
"10351",10351,"treatemnt",0
"10352",10352,"treatemnt",0
"10353",10353,"treatemnt",0
"10354",10354,"treatemnt",0
"10355",10355,"treatemnt",0
"10356",10356,"treatemnt",0
"10357",10357,"treatemnt",0
"10358",10358,"treatemnt",0
"10359",10359,"treatemnt",0
"10360",10360,"treatemnt",0
"10361",10361,"treatemnt",0
"10362",10362,"treatemnt",0
"10363",10363,"treatemnt",0
"10364",10364,"treatemnt",0
"10365",10365,"treatemnt",0
"10366",10366,"treatemnt",0
"10367",10367,"treatemnt",0
"10368",10368,"treatemnt",0
"10369",10369,"treatemnt",0
"10370",10370,"treatemnt",0
"10371",10371,"treatemnt",0
"10372",10372,"treatemnt",0
"10373",10373,"treatemnt",0
"10374",10374,"treatemnt",0
"10375",10375,"treatemnt",0
"10376",10376,"treatemnt",0
"10377",10377,"treatemnt",0
"10378",10378,"treatemnt",0
"10379",10379,"treatemnt",0
"10380",10380,"treatemnt",0
"10381",10381,"treatemnt",0
"10382",10382,"treatemnt",0
"10383",10383,"treatemnt",0
"10384",10384,"treatemnt",0
"10385",10385,"treatemnt",0
"10386",10386,"treatemnt",1
"10387",10387,"treatemnt",0
"10388",10388,"treatemnt",1
"10389",10389,"treatemnt",0
"10390",10390,"treatemnt",0
"10391",10391,"treatemnt",0
"10392",10392,"treatemnt",1
"10393",10393,"treatemnt",0
"10394",10394,"treatemnt",0
"10395",10395,"treatemnt",0
"10396",10396,"treatemnt",0
"10397",10397,"treatemnt",1
"10398",10398,"treatemnt",0
"10399",10399,"treatemnt",0
"10400",10400,"treatemnt",0
"10401",10401,"treatemnt",0
"10402",10402,"treatemnt",0
"10403",10403,"treatemnt",0
"10404",10404,"treatemnt",0
"10405",10405,"treatemnt",0
"10406",10406,"treatemnt",0
"10407",10407,"treatemnt",0
"10408",10408,"treatemnt",0
"10409",10409,"treatemnt",0
"10410",10410,"treatemnt",0
"10411",10411,"treatemnt",0
"10412",10412,"treatemnt",0
"10413",10413,"treatemnt",0
"10414",10414,"treatemnt",0
"10415",10415,"treatemnt",0
"10416",10416,"treatemnt",0
"10417",10417,"treatemnt",0
"10418",10418,"treatemnt",1
"10419",10419,"treatemnt",0
"10420",10420,"treatemnt",0
"10421",10421,"treatemnt",0
"10422",10422,"treatemnt",0
"10423",10423,"treatemnt",0
"10424",10424,"treatemnt",0
"10425",10425,"treatemnt",0
"10426",10426,"treatemnt",0
"10427",10427,"treatemnt",0
"10428",10428,"treatemnt",0
"10429",10429,"treatemnt",1
"10430",10430,"treatemnt",0
"10431",10431,"treatemnt",0
"10432",10432,"treatemnt",0
"10433",10433,"treatemnt",0
"10434",10434,"treatemnt",0
"10435",10435,"treatemnt",0
"10436",10436,"treatemnt",0
"10437",10437,"treatemnt",0
"10438",10438,"treatemnt",0
"10439",10439,"treatemnt",0
"10440",10440,"treatemnt",0
"10441",10441,"treatemnt",0
"10442",10442,"treatemnt",0
"10443",10443,"treatemnt",0
"10444",10444,"treatemnt",0
"10445",10445,"treatemnt",0
"10446",10446,"treatemnt",0
"10447",10447,"treatemnt",0
"10448",10448,"treatemnt",0
"10449",10449,"treatemnt",1
"10450",10450,"treatemnt",1
"10451",10451,"treatemnt",0
"10452",10452,"treatemnt",0
"10453",10453,"treatemnt",0
"10454",10454,"treatemnt",0
"10455",10455,"treatemnt",0
"10456",10456,"treatemnt",0
"10457",10457,"treatemnt",0
"10458",10458,"treatemnt",0
"10459",10459,"treatemnt",0
"10460",10460,"treatemnt",0
"10461",10461,"treatemnt",0
"10462",10462,"treatemnt",0
"10463",10463,"treatemnt",0
"10464",10464,"treatemnt",0
"10465",10465,"treatemnt",0
"10466",10466,"treatemnt",1
"10467",10467,"treatemnt",0
"10468",10468,"treatemnt",0
"10469",10469,"treatemnt",0
"10470",10470,"treatemnt",0
"10471",10471,"treatemnt",0
"10472",10472,"treatemnt",0
"10473",10473,"treatemnt",0
"10474",10474,"treatemnt",0
"10475",10475,"treatemnt",0
"10476",10476,"treatemnt",0
"10477",10477,"treatemnt",0
"10478",10478,"treatemnt",0
"10479",10479,"treatemnt",0
"10480",10480,"treatemnt",0
"10481",10481,"treatemnt",0
"10482",10482,"treatemnt",0
"10483",10483,"treatemnt",0
"10484",10484,"treatemnt",0
"10485",10485,"treatemnt",0
"10486",10486,"treatemnt",0
"10487",10487,"treatemnt",0
"10488",10488,"treatemnt",0
"10489",10489,"treatemnt",0
"10490",10490,"treatemnt",0
"10491",10491,"treatemnt",0
"10492",10492,"treatemnt",0
"10493",10493,"treatemnt",0
"10494",10494,"treatemnt",0
"10495",10495,"treatemnt",0
"10496",10496,"treatemnt",0
"10497",10497,"treatemnt",0
"10498",10498,"treatemnt",0
"10499",10499,"treatemnt",0
"10500",10500,"treatemnt",0
"10501",10501,"treatemnt",1
"10502",10502,"treatemnt",0
"10503",10503,"treatemnt",0
"10504",10504,"treatemnt",0
"10505",10505,"treatemnt",0
"10506",10506,"treatemnt",0
"10507",10507,"treatemnt",0
"10508",10508,"treatemnt",1
"10509",10509,"treatemnt",0
"10510",10510,"treatemnt",0
"10511",10511,"treatemnt",0
"10512",10512,"treatemnt",1
"10513",10513,"treatemnt",0
"10514",10514,"treatemnt",0
"10515",10515,"treatemnt",0
"10516",10516,"treatemnt",0
"10517",10517,"treatemnt",0
"10518",10518,"treatemnt",0
"10519",10519,"treatemnt",0
"10520",10520,"treatemnt",0
"10521",10521,"treatemnt",0
"10522",10522,"treatemnt",0
"10523",10523,"treatemnt",0
"10524",10524,"treatemnt",0
"10525",10525,"treatemnt",0
"10526",10526,"treatemnt",0
"10527",10527,"treatemnt",0
"10528",10528,"treatemnt",0
"10529",10529,"treatemnt",0
"10530",10530,"treatemnt",0
"10531",10531,"treatemnt",0
"10532",10532,"treatemnt",0
"10533",10533,"treatemnt",0
"10534",10534,"treatemnt",0
"10535",10535,"treatemnt",0
"10536",10536,"treatemnt",0
"10537",10537,"treatemnt",0
"10538",10538,"treatemnt",0
"10539",10539,"treatemnt",0
"10540",10540,"treatemnt",0
"10541",10541,"treatemnt",1
"10542",10542,"treatemnt",1
"10543",10543,"treatemnt",0
"10544",10544,"treatemnt",0
"10545",10545,"treatemnt",0
"10546",10546,"treatemnt",0
"10547",10547,"treatemnt",0
"10548",10548,"treatemnt",0
"10549",10549,"treatemnt",0
"10550",10550,"treatemnt",0
"10551",10551,"treatemnt",0
"10552",10552,"treatemnt",0
"10553",10553,"treatemnt",0
"10554",10554,"treatemnt",0
"10555",10555,"treatemnt",0
"10556",10556,"treatemnt",0
"10557",10557,"treatemnt",0
"10558",10558,"treatemnt",0
"10559",10559,"treatemnt",0
"10560",10560,"treatemnt",0
"10561",10561,"treatemnt",0
"10562",10562,"treatemnt",1
"10563",10563,"treatemnt",0
"10564",10564,"treatemnt",0
"10565",10565,"treatemnt",0
"10566",10566,"treatemnt",0
"10567",10567,"treatemnt",0
"10568",10568,"treatemnt",0
"10569",10569,"treatemnt",0
"10570",10570,"treatemnt",0
"10571",10571,"treatemnt",0
"10572",10572,"treatemnt",0
"10573",10573,"treatemnt",0
"10574",10574,"treatemnt",0
"10575",10575,"treatemnt",0
"10576",10576,"treatemnt",0
"10577",10577,"treatemnt",0
"10578",10578,"treatemnt",0
"10579",10579,"treatemnt",0
"10580",10580,"treatemnt",0
"10581",10581,"treatemnt",0
"10582",10582,"treatemnt",0
"10583",10583,"treatemnt",0
"10584",10584,"treatemnt",0
"10585",10585,"treatemnt",0
"10586",10586,"treatemnt",0
"10587",10587,"treatemnt",0
"10588",10588,"treatemnt",0
"10589",10589,"treatemnt",0
"10590",10590,"treatemnt",1
"10591",10591,"treatemnt",0
"10592",10592,"treatemnt",0
"10593",10593,"treatemnt",0
"10594",10594,"treatemnt",0
"10595",10595,"treatemnt",0
"10596",10596,"treatemnt",0
"10597",10597,"treatemnt",0
"10598",10598,"treatemnt",0
"10599",10599,"treatemnt",0
"10600",10600,"treatemnt",0
"10601",10601,"treatemnt",0
"10602",10602,"treatemnt",0
"10603",10603,"treatemnt",0
"10604",10604,"treatemnt",0
"10605",10605,"treatemnt",0
"10606",10606,"treatemnt",0
"10607",10607,"treatemnt",0
"10608",10608,"treatemnt",1
"10609",10609,"treatemnt",0
"10610",10610,"treatemnt",0
"10611",10611,"treatemnt",0
"10612",10612,"treatemnt",0
"10613",10613,"treatemnt",0
"10614",10614,"treatemnt",0
"10615",10615,"treatemnt",0
"10616",10616,"treatemnt",0
"10617",10617,"treatemnt",0
"10618",10618,"treatemnt",0
"10619",10619,"treatemnt",0
"10620",10620,"treatemnt",1
"10621",10621,"treatemnt",0
"10622",10622,"treatemnt",0
"10623",10623,"treatemnt",0
"10624",10624,"treatemnt",0
"10625",10625,"treatemnt",0
"10626",10626,"treatemnt",0
"10627",10627,"treatemnt",0
"10628",10628,"treatemnt",1
"10629",10629,"treatemnt",0
"10630",10630,"treatemnt",0
"10631",10631,"treatemnt",0
"10632",10632,"treatemnt",0
"10633",10633,"treatemnt",0
"10634",10634,"treatemnt",0
"10635",10635,"treatemnt",0
"10636",10636,"treatemnt",0
"10637",10637,"treatemnt",0
"10638",10638,"treatemnt",0
"10639",10639,"treatemnt",1
"10640",10640,"treatemnt",1
"10641",10641,"treatemnt",0
"10642",10642,"treatemnt",0
"10643",10643,"treatemnt",0
"10644",10644,"treatemnt",0
"10645",10645,"treatemnt",0
"10646",10646,"treatemnt",1
"10647",10647,"treatemnt",0
"10648",10648,"treatemnt",0
"10649",10649,"treatemnt",0
"10650",10650,"treatemnt",1
"10651",10651,"treatemnt",0
"10652",10652,"treatemnt",0
"10653",10653,"treatemnt",0
"10654",10654,"treatemnt",1
"10655",10655,"treatemnt",0
"10656",10656,"treatemnt",0
"10657",10657,"treatemnt",0
"10658",10658,"treatemnt",0
"10659",10659,"treatemnt",0
"10660",10660,"treatemnt",0
"10661",10661,"treatemnt",0
"10662",10662,"treatemnt",0
"10663",10663,"treatemnt",0
"10664",10664,"treatemnt",0
"10665",10665,"treatemnt",0
"10666",10666,"treatemnt",0
"10667",10667,"treatemnt",0
"10668",10668,"treatemnt",0
"10669",10669,"treatemnt",0
"10670",10670,"treatemnt",0
"10671",10671,"treatemnt",0
"10672",10672,"treatemnt",0
"10673",10673,"treatemnt",0
"10674",10674,"treatemnt",0
"10675",10675,"treatemnt",0
"10676",10676,"treatemnt",0
"10677",10677,"treatemnt",0
"10678",10678,"treatemnt",0
"10679",10679,"treatemnt",0
"10680",10680,"treatemnt",0
"10681",10681,"treatemnt",0
"10682",10682,"treatemnt",0
"10683",10683,"treatemnt",1
"10684",10684,"treatemnt",0
"10685",10685,"treatemnt",0
"10686",10686,"treatemnt",0
"10687",10687,"treatemnt",0
"10688",10688,"treatemnt",1
"10689",10689,"treatemnt",0
"10690",10690,"treatemnt",0
"10691",10691,"treatemnt",0
"10692",10692,"treatemnt",0
"10693",10693,"treatemnt",0
"10694",10694,"treatemnt",0
"10695",10695,"treatemnt",0
"10696",10696,"treatemnt",0
"10697",10697,"treatemnt",0
"10698",10698,"treatemnt",0
"10699",10699,"treatemnt",0
"10700",10700,"treatemnt",0
"10701",10701,"treatemnt",0
"10702",10702,"treatemnt",1
"10703",10703,"treatemnt",0
"10704",10704,"treatemnt",0
"10705",10705,"treatemnt",0
"10706",10706,"treatemnt",0
"10707",10707,"treatemnt",0
"10708",10708,"treatemnt",0
"10709",10709,"treatemnt",0
"10710",10710,"treatemnt",0
"10711",10711,"treatemnt",0
"10712",10712,"treatemnt",0
"10713",10713,"treatemnt",0
"10714",10714,"treatemnt",0
"10715",10715,"treatemnt",0
"10716",10716,"treatemnt",1
"10717",10717,"treatemnt",0
"10718",10718,"treatemnt",0
"10719",10719,"treatemnt",0
"10720",10720,"treatemnt",0
"10721",10721,"treatemnt",0
"10722",10722,"treatemnt",0
"10723",10723,"treatemnt",0
"10724",10724,"treatemnt",0
"10725",10725,"treatemnt",0
"10726",10726,"treatemnt",0
"10727",10727,"treatemnt",0
"10728",10728,"treatemnt",0
"10729",10729,"treatemnt",0
"10730",10730,"treatemnt",0
"10731",10731,"treatemnt",0
"10732",10732,"treatemnt",0
"10733",10733,"treatemnt",0
"10734",10734,"treatemnt",0
"10735",10735,"treatemnt",0
"10736",10736,"treatemnt",0
"10737",10737,"treatemnt",0
"10738",10738,"treatemnt",0
"10739",10739,"treatemnt",0
"10740",10740,"treatemnt",0
"10741",10741,"treatemnt",1
"10742",10742,"treatemnt",0
"10743",10743,"treatemnt",0
"10744",10744,"treatemnt",0
"10745",10745,"treatemnt",0
"10746",10746,"treatemnt",0
"10747",10747,"treatemnt",0
"10748",10748,"treatemnt",0
"10749",10749,"treatemnt",0
"10750",10750,"treatemnt",0
"10751",10751,"treatemnt",0
"10752",10752,"treatemnt",0
"10753",10753,"treatemnt",1
"10754",10754,"treatemnt",0
"10755",10755,"treatemnt",0
"10756",10756,"treatemnt",0
"10757",10757,"treatemnt",0
"10758",10758,"treatemnt",0
"10759",10759,"treatemnt",0
"10760",10760,"treatemnt",0
"10761",10761,"treatemnt",0
"10762",10762,"treatemnt",0
"10763",10763,"treatemnt",1
"10764",10764,"treatemnt",0
"10765",10765,"treatemnt",0
"10766",10766,"treatemnt",0
"10767",10767,"treatemnt",0
"10768",10768,"treatemnt",0
"10769",10769,"treatemnt",0
"10770",10770,"treatemnt",0
"10771",10771,"treatemnt",0
"10772",10772,"treatemnt",0
"10773",10773,"treatemnt",0
"10774",10774,"treatemnt",0
"10775",10775,"treatemnt",0
"10776",10776,"treatemnt",0
"10777",10777,"treatemnt",0
"10778",10778,"treatemnt",0
"10779",10779,"treatemnt",0
"10780",10780,"treatemnt",0
"10781",10781,"treatemnt",0
"10782",10782,"treatemnt",0
"10783",10783,"treatemnt",0
"10784",10784,"treatemnt",0
"10785",10785,"treatemnt",0
"10786",10786,"treatemnt",0
"10787",10787,"treatemnt",0
"10788",10788,"treatemnt",0
"10789",10789,"treatemnt",0
"10790",10790,"treatemnt",0
"10791",10791,"treatemnt",0
"10792",10792,"treatemnt",0
"10793",10793,"treatemnt",0
"10794",10794,"treatemnt",0
"10795",10795,"treatemnt",0
"10796",10796,"treatemnt",0
"10797",10797,"treatemnt",1
"10798",10798,"treatemnt",0
"10799",10799,"treatemnt",1
"10800",10800,"treatemnt",0
"10801",10801,"treatemnt",0
"10802",10802,"treatemnt",0
"10803",10803,"treatemnt",0
"10804",10804,"treatemnt",0
"10805",10805,"treatemnt",0
"10806",10806,"treatemnt",1
"10807",10807,"treatemnt",0
"10808",10808,"treatemnt",0
"10809",10809,"treatemnt",0
"10810",10810,"treatemnt",0
"10811",10811,"treatemnt",0
"10812",10812,"treatemnt",0
"10813",10813,"treatemnt",1
"10814",10814,"treatemnt",0
"10815",10815,"treatemnt",0
"10816",10816,"treatemnt",0
"10817",10817,"treatemnt",0
"10818",10818,"treatemnt",0
"10819",10819,"treatemnt",0
"10820",10820,"treatemnt",0
"10821",10821,"treatemnt",0
"10822",10822,"treatemnt",0
"10823",10823,"treatemnt",0
"10824",10824,"treatemnt",0
"10825",10825,"treatemnt",0
"10826",10826,"treatemnt",0
"10827",10827,"treatemnt",0
"10828",10828,"treatemnt",0
"10829",10829,"treatemnt",1
"10830",10830,"treatemnt",0
"10831",10831,"treatemnt",0
"10832",10832,"treatemnt",0
"10833",10833,"treatemnt",0
"10834",10834,"treatemnt",0
"10835",10835,"treatemnt",0
"10836",10836,"treatemnt",0
"10837",10837,"treatemnt",0
"10838",10838,"treatemnt",0
"10839",10839,"treatemnt",0
"10840",10840,"treatemnt",0
"10841",10841,"treatemnt",0
"10842",10842,"treatemnt",0
"10843",10843,"treatemnt",0
"10844",10844,"treatemnt",0
"10845",10845,"treatemnt",0
"10846",10846,"treatemnt",0
"10847",10847,"treatemnt",0
"10848",10848,"treatemnt",0
"10849",10849,"treatemnt",1
"10850",10850,"treatemnt",0
"10851",10851,"treatemnt",0
"10852",10852,"treatemnt",1
"10853",10853,"treatemnt",0
"10854",10854,"treatemnt",0
"10855",10855,"treatemnt",0
"10856",10856,"treatemnt",0
"10857",10857,"treatemnt",0
"10858",10858,"treatemnt",0
"10859",10859,"treatemnt",0
"10860",10860,"treatemnt",0
"10861",10861,"treatemnt",0
"10862",10862,"treatemnt",0
"10863",10863,"treatemnt",0
"10864",10864,"treatemnt",0
"10865",10865,"treatemnt",0
"10866",10866,"treatemnt",0
"10867",10867,"treatemnt",0
"10868",10868,"treatemnt",0
"10869",10869,"treatemnt",0
"10870",10870,"treatemnt",1
"10871",10871,"treatemnt",0
"10872",10872,"treatemnt",0
"10873",10873,"treatemnt",1
"10874",10874,"treatemnt",0
"10875",10875,"treatemnt",0
"10876",10876,"treatemnt",0
"10877",10877,"treatemnt",0
"10878",10878,"treatemnt",0
"10879",10879,"treatemnt",0
"10880",10880,"treatemnt",0
"10881",10881,"treatemnt",0
"10882",10882,"treatemnt",0
"10883",10883,"treatemnt",1
"10884",10884,"treatemnt",0
"10885",10885,"treatemnt",0
"10886",10886,"treatemnt",0
"10887",10887,"treatemnt",0
"10888",10888,"treatemnt",0
"10889",10889,"treatemnt",0
"10890",10890,"treatemnt",1
"10891",10891,"treatemnt",0
"10892",10892,"treatemnt",0
"10893",10893,"treatemnt",0
"10894",10894,"treatemnt",0
"10895",10895,"treatemnt",1
"10896",10896,"treatemnt",0
"10897",10897,"treatemnt",0
"10898",10898,"treatemnt",0
"10899",10899,"treatemnt",0
"10900",10900,"treatemnt",0
"10901",10901,"treatemnt",0
"10902",10902,"treatemnt",0
"10903",10903,"treatemnt",0
"10904",10904,"treatemnt",0
"10905",10905,"treatemnt",0
"10906",10906,"treatemnt",0
"10907",10907,"treatemnt",0
"10908",10908,"treatemnt",0
"10909",10909,"treatemnt",0
"10910",10910,"treatemnt",0
"10911",10911,"treatemnt",0
"10912",10912,"treatemnt",0
"10913",10913,"treatemnt",0
"10914",10914,"treatemnt",0
"10915",10915,"treatemnt",0
"10916",10916,"treatemnt",0
"10917",10917,"treatemnt",0
"10918",10918,"treatemnt",0
"10919",10919,"treatemnt",0
"10920",10920,"treatemnt",0
"10921",10921,"treatemnt",0
"10922",10922,"treatemnt",0
"10923",10923,"treatemnt",0
"10924",10924,"treatemnt",0
"10925",10925,"treatemnt",0
"10926",10926,"treatemnt",0
"10927",10927,"treatemnt",0
"10928",10928,"treatemnt",0
"10929",10929,"treatemnt",0
"10930",10930,"treatemnt",0
"10931",10931,"treatemnt",0
"10932",10932,"treatemnt",0
"10933",10933,"treatemnt",0
"10934",10934,"treatemnt",0
"10935",10935,"treatemnt",1
"10936",10936,"treatemnt",0
"10937",10937,"treatemnt",0
"10938",10938,"treatemnt",0
"10939",10939,"treatemnt",0
"10940",10940,"treatemnt",0
"10941",10941,"treatemnt",0
"10942",10942,"treatemnt",0
"10943",10943,"treatemnt",0
"10944",10944,"treatemnt",0
"10945",10945,"treatemnt",0
"10946",10946,"treatemnt",0
"10947",10947,"treatemnt",0
"10948",10948,"treatemnt",0
"10949",10949,"treatemnt",0
"10950",10950,"treatemnt",0
"10951",10951,"treatemnt",0
"10952",10952,"treatemnt",0
"10953",10953,"treatemnt",0
"10954",10954,"treatemnt",0
"10955",10955,"treatemnt",0
"10956",10956,"treatemnt",0
"10957",10957,"treatemnt",0
"10958",10958,"treatemnt",0
"10959",10959,"treatemnt",0
"10960",10960,"treatemnt",0
"10961",10961,"treatemnt",0
"10962",10962,"treatemnt",0
"10963",10963,"treatemnt",0
"10964",10964,"treatemnt",0
"10965",10965,"treatemnt",1
"10966",10966,"treatemnt",0
"10967",10967,"treatemnt",0
"10968",10968,"treatemnt",0
"10969",10969,"treatemnt",0
"10970",10970,"treatemnt",0
"10971",10971,"treatemnt",0
"10972",10972,"treatemnt",0
"10973",10973,"treatemnt",1
"10974",10974,"treatemnt",0
"10975",10975,"treatemnt",0
"10976",10976,"treatemnt",0
"10977",10977,"treatemnt",0
"10978",10978,"treatemnt",0
"10979",10979,"treatemnt",0
"10980",10980,"treatemnt",0
"10981",10981,"treatemnt",0
"10982",10982,"treatemnt",0
"10983",10983,"treatemnt",0
"10984",10984,"treatemnt",0
"10985",10985,"treatemnt",0
"10986",10986,"treatemnt",0
"10987",10987,"treatemnt",0
"10988",10988,"treatemnt",0
"10989",10989,"treatemnt",0
"10990",10990,"treatemnt",0
"10991",10991,"treatemnt",0
"10992",10992,"treatemnt",0
"10993",10993,"treatemnt",0
"10994",10994,"treatemnt",0
"10995",10995,"treatemnt",0
"10996",10996,"treatemnt",0
"10997",10997,"treatemnt",0
"10998",10998,"treatemnt",0
"10999",10999,"treatemnt",0
"11000",11000,"treatemnt",0
"11001",11001,"treatemnt",0
"11002",11002,"treatemnt",0
"11003",11003,"treatemnt",0
"11004",11004,"treatemnt",0
"11005",11005,"treatemnt",0
"11006",11006,"treatemnt",0
"11007",11007,"treatemnt",0
"11008",11008,"treatemnt",0
"11009",11009,"treatemnt",0
"11010",11010,"treatemnt",0
"11011",11011,"treatemnt",0
"11012",11012,"treatemnt",0
"11013",11013,"treatemnt",0
"11014",11014,"treatemnt",0
"11015",11015,"treatemnt",1
"11016",11016,"treatemnt",0
"11017",11017,"treatemnt",0
"11018",11018,"treatemnt",0
"11019",11019,"treatemnt",0
"11020",11020,"treatemnt",0
"11021",11021,"treatemnt",0
"11022",11022,"treatemnt",0
"11023",11023,"treatemnt",1
"11024",11024,"treatemnt",0
"11025",11025,"treatemnt",0
"11026",11026,"treatemnt",0
"11027",11027,"treatemnt",0
"11028",11028,"treatemnt",1
"11029",11029,"treatemnt",0
"11030",11030,"treatemnt",0
"11031",11031,"treatemnt",0
"11032",11032,"treatemnt",0
"11033",11033,"treatemnt",0
"11034",11034,"treatemnt",0
"11035",11035,"treatemnt",0
"11036",11036,"treatemnt",0
"11037",11037,"treatemnt",0
"11038",11038,"treatemnt",0
"11039",11039,"treatemnt",0
"11040",11040,"treatemnt",0
"11041",11041,"treatemnt",0
"11042",11042,"treatemnt",0
"11043",11043,"treatemnt",0
"11044",11044,"treatemnt",0
"11045",11045,"treatemnt",0
"11046",11046,"treatemnt",0
"11047",11047,"treatemnt",1
"11048",11048,"treatemnt",0
"11049",11049,"treatemnt",0
"11050",11050,"treatemnt",0
"11051",11051,"treatemnt",0
"11052",11052,"treatemnt",0
"11053",11053,"treatemnt",0
"11054",11054,"treatemnt",0
"11055",11055,"treatemnt",0
"11056",11056,"treatemnt",0
"11057",11057,"treatemnt",0
"11058",11058,"treatemnt",0
"11059",11059,"treatemnt",0
"11060",11060,"treatemnt",0
"11061",11061,"treatemnt",0
"11062",11062,"treatemnt",0
"11063",11063,"treatemnt",0
"11064",11064,"treatemnt",0
"11065",11065,"treatemnt",0
"11066",11066,"treatemnt",0
"11067",11067,"treatemnt",0
"11068",11068,"treatemnt",0
"11069",11069,"treatemnt",0
"11070",11070,"treatemnt",0
"11071",11071,"treatemnt",0
"11072",11072,"treatemnt",0
"11073",11073,"treatemnt",0
"11074",11074,"treatemnt",0
"11075",11075,"treatemnt",0
"11076",11076,"treatemnt",1
"11077",11077,"treatemnt",0
"11078",11078,"treatemnt",1
"11079",11079,"treatemnt",0
"11080",11080,"treatemnt",0
"11081",11081,"treatemnt",0
"11082",11082,"treatemnt",0
"11083",11083,"treatemnt",0
"11084",11084,"treatemnt",1
"11085",11085,"treatemnt",0
"11086",11086,"treatemnt",0
"11087",11087,"treatemnt",1
"11088",11088,"treatemnt",0
"11089",11089,"treatemnt",0
"11090",11090,"treatemnt",0
"11091",11091,"treatemnt",0
"11092",11092,"treatemnt",1
"11093",11093,"treatemnt",0
"11094",11094,"treatemnt",0
"11095",11095,"treatemnt",0
"11096",11096,"treatemnt",0
"11097",11097,"treatemnt",0
"11098",11098,"treatemnt",0
"11099",11099,"treatemnt",0
"11100",11100,"treatemnt",0
"11101",11101,"treatemnt",0
"11102",11102,"treatemnt",1
"11103",11103,"treatemnt",0
"11104",11104,"treatemnt",0
"11105",11105,"treatemnt",0
"11106",11106,"treatemnt",0
"11107",11107,"treatemnt",0
"11108",11108,"treatemnt",0
"11109",11109,"treatemnt",0
"11110",11110,"treatemnt",0
"11111",11111,"treatemnt",0
"11112",11112,"treatemnt",0
"11113",11113,"treatemnt",0
"11114",11114,"treatemnt",0
"11115",11115,"treatemnt",0
"11116",11116,"treatemnt",0
"11117",11117,"treatemnt",0
"11118",11118,"treatemnt",0
"11119",11119,"treatemnt",0
"11120",11120,"treatemnt",0
"11121",11121,"treatemnt",0
"11122",11122,"treatemnt",1
"11123",11123,"treatemnt",0
"11124",11124,"treatemnt",0
"11125",11125,"treatemnt",0
"11126",11126,"treatemnt",0
"11127",11127,"treatemnt",0
"11128",11128,"treatemnt",0
"11129",11129,"treatemnt",0
"11130",11130,"treatemnt",0
"11131",11131,"treatemnt",0
"11132",11132,"treatemnt",0
"11133",11133,"treatemnt",0
"11134",11134,"treatemnt",0
"11135",11135,"treatemnt",0
"11136",11136,"treatemnt",0
"11137",11137,"treatemnt",0
"11138",11138,"treatemnt",0
