"user","variant","conversion"
35902,"control",0
35903,"control",0
35904,"control",0
35905,"control",0
35906,"control",0
35907,"control",0
35908,"control",0
35909,"control",0
35910,"control",0
35911,"control",0
35912,"control",0
35913,"control",0
35914,"control",0
35915,"control",0
35916,"control",0
35917,"control",0
35918,"control",0
35919,"control",0
35920,"control",0
35921,"control",0
35922,"control",0
35923,"control",0
35924,"control",0
35925,"control",0
35926,"control",0
35927,"control",0
35928,"control",0
35929,"control",0
35930,"control",0
35931,"control",0
35932,"control",0
35933,"control",0
35934,"control",0
35935,"control",0
35936,"control",0
35937,"control",0
35938,"control",0
35939,"control",0
35940,"control",0
35941,"control",0
35942,"control",0
35943,"control",0
35944,"control",0
35945,"control",0
35946,"control",0
35947,"control",0
35948,"control",0
35949,"control",0
35950,"control",0
35951,"control",0
35952,"control",0
35953,"control",0
35954,"control",0
35955,"control",0
35956,"control",0
35957,"control",0
35958,"control",0
35959,"control",0
35960,"control",0
35961,"control",1
35962,"control",0
35963,"control",0
35964,"control",0
35965,"control",0
35966,"control",0
35967,"control",0
35968,"control",0
35969,"control",0
35970,"control",0
35971,"control",0
35972,"control",0
35973,"control",0
35974,"control",0
35975,"control",0
35976,"control",0
35977,"control",0
35978,"control",0
35979,"control",0
35980,"control",0
35981,"control",0
35982,"control",0
35983,"control",0
35984,"control",0
35985,"control",0
35986,"control",0
35987,"control",0
35988,"control",0
35989,"control",0
35990,"control",0
35991,"control",0
35992,"control",0
35993,"control",0
35994,"control",0
35995,"control",0
35996,"control",0
35997,"control",0
35998,"control",0
35999,"control",0
36000,"control",0
36001,"control",0
36002,"control",0
36003,"control",0
36004,"control",0
36005,"control",0
36006,"control",0
36007,"control",0
36008,"control",0
36009,"control",0
36010,"control",0
36011,"control",1
36012,"control",0
36013,"control",0
36014,"control",0
36015,"control",0
36016,"control",0
36017,"control",0
36018,"control",0
36019,"control",0
36020,"control",0
36021,"control",0
36022,"control",0
36023,"control",0
36024,"control",0
36025,"control",0
36026,"control",0
36027,"control",0
36028,"control",0
36029,"control",0
36030,"control",0
36031,"control",0
36032,"control",0
36033,"control",0
36034,"control",0
36035,"control",0
36036,"control",0
36037,"control",0
36038,"control",1
36039,"control",0
36040,"control",0
36041,"control",0
36042,"control",0
36043,"control",1
36044,"control",0
36045,"control",0
36046,"control",0
36047,"control",0
36048,"control",0
36049,"control",0
36050,"control",0
36051,"control",0
36052,"control",0
36053,"control",0
36054,"control",0
36055,"control",0
36056,"control",0
36057,"control",0
36058,"control",0
36059,"control",0
36060,"control",0
36061,"control",0
36062,"control",0
36063,"control",0
36064,"control",1
36065,"control",0
36066,"control",0
36067,"control",0
36068,"control",0
36069,"control",0
36070,"control",0
36071,"control",0
36072,"control",0
36073,"control",0
36074,"control",0
36075,"control",0
36076,"control",0
36077,"control",0
36078,"control",0
36079,"control",0
36080,"control",0
36081,"control",0
36082,"control",0
36083,"control",0
36084,"control",0
36085,"control",0
36086,"control",0
36087,"control",0
36088,"control",0
36089,"control",0
36090,"control",0
36091,"control",0
36092,"control",0
36093,"control",0
36094,"control",0
36095,"control",1
36096,"control",0
36097,"control",0
36098,"control",0
36099,"control",0
36100,"control",0
36101,"control",0
36102,"control",0
36103,"control",0
36104,"control",0
36105,"control",0
36106,"control",0
36107,"control",0
36108,"control",0
36109,"control",0
36110,"control",0
36111,"control",0
36112,"control",0
36113,"control",0
36114,"control",0
36115,"control",0
36116,"control",0
36117,"control",0
36118,"control",0
36119,"control",0
36120,"control",0
36121,"control",0
36122,"control",0
36123,"control",0
36124,"control",0
36125,"control",0
36126,"control",0
36127,"control",0
36128,"control",0
36129,"control",0
36130,"control",0
36131,"control",0
36132,"control",0
36133,"control",0
36134,"control",1
36135,"control",1
36136,"control",0
36137,"control",0
36138,"control",0
36139,"control",0
36140,"control",0
36141,"control",0
36142,"control",0
36143,"control",0
36144,"control",0
36145,"control",0
36146,"control",0
36147,"control",0
36148,"control",0
36149,"control",0
36150,"control",0
36151,"control",0
36152,"control",0
36153,"control",0
36154,"control",0
36155,"control",0
36156,"control",0
36157,"control",0
36158,"control",0
36159,"control",1
36160,"control",0
36161,"control",0
36162,"control",0
36163,"control",0
36164,"control",0
36165,"control",0
36166,"control",0
36167,"control",0
36168,"control",0
36169,"control",0
36170,"control",0
36171,"control",0
36172,"control",1
36173,"control",0
36174,"control",0
36175,"control",0
36176,"control",0
36177,"control",0
36178,"control",0
36179,"control",0
36180,"control",0
36181,"control",0
36182,"control",0
36183,"control",0
36184,"control",0
36185,"control",0
36186,"control",0
36187,"control",0
36188,"control",0
36189,"control",0
36190,"control",0
36191,"control",0
36192,"control",0
36193,"control",0
36194,"control",0
36195,"control",0
36196,"control",0
36197,"control",1
36198,"control",0
36199,"control",0
36200,"control",0
36201,"control",0
36202,"control",0
36203,"control",0
36204,"control",0
36205,"control",0
36206,"control",0
36207,"control",0
36208,"control",0
36209,"control",0
36210,"control",0
36211,"control",0
36212,"control",0
36213,"control",0
36214,"control",0
36215,"control",0
36216,"control",0
36217,"control",0
36218,"control",0
36219,"control",0
36220,"control",0
36221,"control",0
36222,"control",0
36223,"control",0
36224,"control",0
36225,"control",0
36226,"control",0
36227,"control",0
36228,"control",0
36229,"control",0
36230,"control",0
36231,"control",0
36232,"control",0
36233,"control",0
36234,"control",0
36235,"control",0
36236,"control",0
36237,"control",0
36238,"control",0
36239,"control",0
36240,"control",0
36241,"control",0
36242,"control",0
36243,"control",0
36244,"control",0
36245,"control",0
36246,"control",0
36247,"control",1
36248,"control",0
36249,"control",0
36250,"control",0
36251,"control",0
36252,"control",0
36253,"control",0
36254,"control",0
36255,"control",0
36256,"control",0
36257,"control",0
36258,"control",0
36259,"control",0
36260,"control",0
36261,"control",0
36262,"control",0
36263,"control",0
36264,"control",0
36265,"control",0
36266,"control",0
36267,"control",0
36268,"control",0
36269,"control",0
36270,"control",0
36271,"control",0
36272,"control",0
36273,"control",0
36274,"control",0
36275,"control",0
36276,"control",0
36277,"control",0
36278,"control",0
36279,"control",0
36280,"control",1
36281,"control",0
36282,"control",0
36283,"control",0
36284,"control",0
36285,"control",1
36286,"control",0
36287,"control",0
36288,"control",0
36289,"control",0
36290,"control",0
36291,"control",0
36292,"control",0
36293,"control",0
36294,"control",0
36295,"control",0
36296,"control",0
36297,"control",0
36298,"control",0
36299,"control",0
36300,"control",0
36301,"control",0
36302,"control",0
36303,"control",0
36304,"control",0
36305,"control",0
36306,"control",0
36307,"control",0
36308,"control",0
36309,"control",0
36310,"control",0
36311,"control",0
36312,"control",0
36313,"control",0
36314,"control",0
36315,"control",0
36316,"control",0
36317,"control",0
36318,"control",0
36319,"control",0
36320,"control",0
36321,"control",0
36322,"control",0
36323,"control",1
36324,"control",0
36325,"control",0
36326,"control",0
36327,"control",0
36328,"control",0
36329,"control",0
36330,"control",0
36331,"control",0
36332,"control",0
36333,"control",0
36334,"control",0
36335,"control",1
36336,"control",0
36337,"control",0
36338,"control",0
36339,"control",1
36340,"control",0
36341,"control",0
36342,"control",0
36343,"control",0
36344,"control",0
36345,"control",0
36346,"control",0
36347,"control",0
36348,"control",0
36349,"control",0
36350,"control",0
36351,"control",0
36352,"control",0
36353,"control",0
36354,"control",0
36355,"control",0
36356,"control",0
36357,"control",0
36358,"control",0
36359,"control",0
36360,"control",0
36361,"control",0
36362,"control",0
36363,"control",0
36364,"control",0
36365,"control",0
36366,"control",0
36367,"control",0
36368,"control",0
36369,"control",0
36370,"control",0
36371,"control",0
36372,"control",1
36373,"control",0
36374,"control",0
36375,"control",0
36376,"control",0
36377,"control",0
36378,"control",0
36379,"control",0
36380,"control",0
36381,"control",0
36382,"control",0
36383,"control",0
36384,"control",0
36385,"control",0
36386,"control",0
36387,"control",0
36388,"control",0
36389,"control",0
36390,"control",0
36391,"control",0
36392,"control",0
36393,"control",0
36394,"control",0
36395,"control",0
36396,"control",0
36397,"control",0
36398,"control",0
36399,"control",0
36400,"control",0
36401,"control",0
36402,"control",1
36403,"control",0
36404,"control",0
36405,"control",0
36406,"control",0
36407,"control",1
36408,"control",0
36409,"control",0
36410,"control",0
36411,"control",1
36412,"control",0
36413,"control",0
36414,"control",0
36415,"control",0
36416,"control",0
36417,"control",0
36418,"control",0
36419,"control",0
36420,"control",0
36421,"control",0
36422,"control",0
36423,"control",0
36424,"control",0
36425,"control",0
36426,"control",0
36427,"control",0
36428,"control",0
36429,"control",0
36430,"control",0
36431,"control",0
36432,"control",0
36433,"control",0
36434,"control",0
36435,"control",0
36436,"control",0
36437,"control",0
36438,"control",0
36439,"control",0
36440,"control",0
36441,"control",0
36442,"control",0
36443,"control",0
36444,"control",0
36445,"control",0
36446,"control",0
36447,"control",0
36448,"control",0
36449,"control",0
36450,"control",0
36451,"control",0
36452,"control",0
36453,"control",0
36454,"control",0
36455,"control",0
36456,"control",0
36457,"control",0
36458,"control",1
36459,"control",0
36460,"control",0
36461,"control",0
36462,"control",0
36463,"control",0
36464,"control",0
36465,"control",0
36466,"control",0
36467,"control",0
36468,"control",0
36469,"control",0
36470,"control",1
36471,"control",0
36472,"control",0
36473,"control",0
36474,"control",0
36475,"control",0
36476,"control",1
36477,"control",0
36478,"control",0
36479,"control",0
36480,"control",0
36481,"control",0
36482,"control",0
36483,"control",0
36484,"control",1
36485,"control",0
36486,"control",0
36487,"control",0
36488,"control",0
36489,"control",0
36490,"control",0
36491,"control",0
36492,"control",0
36493,"control",0
36494,"control",0
36495,"control",0
36496,"control",0
36497,"control",0
36498,"control",0
36499,"control",0
36500,"control",0
36501,"control",0
36502,"control",0
36503,"control",0
36504,"control",0
36505,"control",0
36506,"control",0
36507,"control",0
36508,"control",0
36509,"control",0
36510,"control",0
36511,"control",0
36512,"control",0
36513,"control",0
36514,"control",0
36515,"control",0
36516,"control",0
36517,"control",0
36518,"control",0
36519,"control",0
36520,"control",0
36521,"control",0
36522,"control",0
36523,"control",0
36524,"control",0
36525,"control",0
36526,"control",0
36527,"control",0
36528,"control",0
36529,"control",0
36530,"control",1
36531,"control",0
36532,"control",0
36533,"control",0
36534,"control",0
36535,"control",0
36536,"control",0
36537,"control",0
36538,"control",0
36539,"control",0
36540,"control",0
36541,"control",0
36542,"control",0
36543,"control",0
36544,"control",0
36545,"control",0
36546,"control",0
36547,"control",0
36548,"control",0
36549,"control",0
36550,"control",0
36551,"control",0
36552,"control",0
36553,"control",0
36554,"control",0
36555,"control",0
36556,"control",0
36557,"control",0
36558,"control",1
36559,"control",0
36560,"control",0
36561,"control",0
36562,"control",0
36563,"control",0
36564,"control",0
36565,"control",0
36566,"control",0
36567,"control",0
36568,"control",0
36569,"control",0
36570,"control",0
36571,"control",0
36572,"control",0
36573,"control",0
36574,"control",0
36575,"control",0
36576,"control",0
36577,"control",0
36578,"control",0
36579,"control",0
36580,"control",0
36581,"control",0
36582,"control",0
36583,"control",0
36584,"control",0
36585,"control",0
36586,"control",0
36587,"control",0
36588,"control",0
36589,"control",0
36590,"control",0
36591,"control",0
36592,"control",0
36593,"control",0
36594,"control",0
36595,"control",0
36596,"control",0
36597,"control",0
36598,"control",0
36599,"control",0
36600,"control",0
36601,"control",0
36602,"control",0
36603,"control",0
36604,"control",0
36605,"control",0
36606,"control",0
36607,"control",0
36608,"control",0
36609,"control",0
36610,"control",0
36611,"control",0
36612,"control",0
36613,"control",0
36614,"control",0
36615,"control",0
36616,"control",0
36617,"control",0
36618,"control",0
36619,"control",0
36620,"control",0
36621,"control",0
36622,"control",0
36623,"control",0
36624,"control",0
36625,"control",0
36626,"control",0
36627,"control",0
36628,"control",0
36629,"control",0
36630,"control",0
36631,"control",0
36632,"control",0
36633,"control",0
36634,"control",0
36635,"control",0
36636,"control",0
36637,"control",0
36638,"control",0
36639,"control",0
36640,"control",0
36641,"control",0
36642,"control",0
36643,"control",0
36644,"control",0
36645,"control",0
36646,"control",0
36647,"control",0
36648,"control",0
36649,"control",0
36650,"control",0
36651,"control",0
36652,"control",0
36653,"control",0
36654,"control",0
36655,"control",0
36656,"control",0
36657,"control",0
36658,"control",0
36659,"control",0
36660,"control",0
36661,"control",0
36662,"control",0
36663,"control",0
36664,"control",0
36665,"control",0
36666,"control",0
36667,"control",0
36668,"control",0
36669,"control",0
36670,"control",0
36671,"control",0
36672,"control",0
36673,"control",0
36674,"control",0
36675,"control",0
36676,"control",0
36677,"control",0
36678,"control",0
36679,"control",0
36680,"control",0
36681,"control",0
36682,"control",0
36683,"control",0
36684,"control",0
36685,"control",0
36686,"control",0
36687,"control",0
36688,"control",0
36689,"control",0
36690,"control",0
36691,"control",0
36692,"control",0
36693,"control",0
36694,"control",0
36695,"control",0
36696,"control",0
36697,"control",0
36698,"control",0
36699,"control",0
36700,"control",0
36701,"control",0
36702,"control",0
36703,"control",0
36704,"control",1
36705,"control",0
36706,"control",1
36707,"control",0
36708,"control",0
36709,"control",0
36710,"control",0
36711,"control",0
36712,"control",0
36713,"control",0
36714,"control",1
36715,"control",0
36716,"control",0
36717,"control",0
36718,"control",0
36719,"control",0
36720,"control",0
36721,"control",0
36722,"control",0
36723,"control",0
36724,"control",0
36725,"control",0
36726,"control",0
36727,"control",0
36728,"control",0
36729,"control",0
36730,"control",0
36731,"control",0
36732,"control",0
36733,"control",0
36734,"control",0
36735,"control",0
36736,"control",0
36737,"control",0
36738,"control",0
36739,"control",0
36740,"control",0
36741,"control",0
36742,"control",0
36743,"control",0
36744,"control",0
36745,"control",0
36746,"control",0
36747,"control",0
36748,"control",0
36749,"control",0
36750,"control",0
36751,"control",0
36752,"control",1
36753,"control",0
36754,"control",0
36755,"control",0
36756,"control",0
36757,"control",0
36758,"control",0
36759,"control",0
36760,"control",0
36761,"control",0
36762,"control",0
36763,"control",0
36764,"control",0
36765,"control",0
36766,"control",0
36767,"control",0
36768,"control",0
36769,"control",0
36770,"control",0
36771,"control",0
36772,"control",0
36773,"control",0
36774,"control",0
36775,"control",0
36776,"control",0
36777,"control",0
36778,"control",0
36779,"control",0
36780,"control",0
36781,"control",0
36782,"control",0
36783,"control",0
36784,"control",0
36785,"control",0
36786,"control",0
36787,"control",0
36788,"control",0
36789,"control",0
36790,"control",0
36791,"control",0
36792,"control",0
36793,"control",0
36794,"control",0
36795,"control",0
36796,"control",0
36797,"control",0
36798,"control",0
36799,"control",0
36800,"control",0
36801,"control",0
36802,"control",0
36803,"control",0
36804,"control",0
36805,"control",0
36806,"control",0
36807,"control",0
36808,"control",0
36809,"control",0
36810,"control",0
36811,"control",0
36812,"control",0
36813,"control",0
36814,"control",0
36815,"control",0
36816,"control",0
36817,"control",0
36818,"control",0
36819,"control",0
36820,"control",0
36821,"control",0
36822,"control",0
36823,"control",0
36824,"control",0
36825,"control",0
36826,"control",0
36827,"control",0
36828,"control",0
36829,"control",0
36830,"control",0
36831,"control",0
36832,"control",0
36833,"control",0
36834,"control",0
36835,"control",1
36836,"control",0
36837,"control",0
36838,"control",1
36839,"control",0
36840,"control",0
36841,"control",0
36842,"control",0
36843,"control",0
36844,"control",0
36845,"control",0
36846,"control",0
36847,"control",0
36848,"control",0
36849,"control",0
36850,"control",0
36851,"control",0
36852,"control",0
36853,"control",0
36854,"control",0
36855,"control",0
36856,"control",0
36857,"control",0
36858,"control",0
36859,"control",0
36860,"control",0
36861,"control",0
36862,"control",0
36863,"control",0
36864,"control",0
36865,"control",0
36866,"control",1
36867,"control",0
36868,"control",0
36869,"control",0
36870,"control",0
36871,"control",0
36872,"control",0
36873,"control",0
36874,"control",0
36875,"control",0
36876,"control",0
36877,"control",0
36878,"control",0
36879,"control",0
36880,"control",0
36881,"control",0
36882,"control",0
36883,"control",0
36884,"control",0
36885,"control",0
36886,"control",0
36887,"control",0
36888,"control",0
36889,"control",0
36890,"control",0
36891,"control",0
36892,"control",0
36893,"control",0
36894,"control",0
36895,"control",0
36896,"control",0
36897,"control",0
36898,"control",0
36899,"control",0
36900,"control",0
36901,"control",0
36902,"control",0
36903,"control",0
36904,"control",0
36905,"control",0
36906,"control",1
36907,"control",0
36908,"control",0
36909,"control",0
36910,"control",0
36911,"control",0
36912,"control",0
36913,"control",0
36914,"control",0
36915,"control",0
36916,"control",0
36917,"control",0
36918,"control",1
36919,"control",0
36920,"control",0
36921,"control",0
36922,"control",0
36923,"control",0
36924,"control",0
36925,"control",0
36926,"control",0
36927,"control",0
36928,"control",0
36929,"control",0
36930,"control",0
36931,"control",0
36932,"control",0
36933,"control",0
36934,"control",0
36935,"control",0
36936,"control",0
36937,"control",0
36938,"control",0
36939,"control",0
36940,"control",0
36941,"control",0
36942,"control",0
36943,"control",0
36944,"control",0
36945,"control",0
36946,"control",0
36947,"control",0
36948,"control",0
36949,"control",0
36950,"control",0
36951,"control",0
36952,"control",0
36953,"control",0
36954,"control",0
36955,"control",1
36956,"control",0
36957,"control",0
36958,"control",0
36959,"control",0
36960,"control",0
36961,"control",0
36962,"control",0
36963,"control",0
36964,"control",0
36965,"control",0
36966,"control",0
36967,"control",0
36968,"control",0
36969,"control",0
36970,"control",0
36971,"control",0
36972,"control",0
36973,"control",0
36974,"control",0
36975,"control",0
36976,"control",0
36977,"control",0
36978,"control",0
36979,"control",0
36980,"control",1
36981,"control",0
36982,"control",0
36983,"control",0
36984,"control",0
36985,"control",0
36986,"control",0
36987,"control",0
36988,"control",0
36989,"control",0
36990,"control",0
36991,"control",0
36992,"control",0
36993,"control",0
36994,"control",0
36995,"control",0
36996,"control",0
36997,"control",0
36998,"control",0
36999,"control",0
37000,"control",0
37001,"control",0
37002,"control",0
37003,"control",0
37004,"control",0
37005,"control",0
37006,"control",0
37007,"control",0
37008,"control",0
37009,"control",0
37010,"control",0
37011,"control",0
37012,"control",0
37013,"control",0
37014,"control",0
37015,"control",0
37016,"control",0
37017,"control",0
37018,"control",0
37019,"control",0
37020,"control",0
37021,"control",0
37022,"control",0
37023,"control",0
37024,"control",0
37025,"control",0
37026,"control",0
37027,"control",0
37028,"control",0
37029,"control",0
37030,"control",0
37031,"control",0
37032,"control",0
37033,"control",0
37034,"control",0
37035,"control",0
37036,"control",0
37037,"control",0
37038,"control",0
37039,"control",0
37040,"control",0
37041,"control",0
37042,"control",0
37043,"control",0
37044,"control",0
37045,"control",0
37046,"control",0
37047,"control",0
37048,"control",0
37049,"control",0
37050,"control",0
37051,"control",0
37052,"control",0
37053,"control",0
37054,"control",0
37055,"control",0
37056,"control",0
37057,"control",0
37058,"control",0
37059,"control",0
37060,"control",0
37061,"control",0
37062,"control",0
37063,"control",0
37064,"control",0
37065,"control",0
37066,"control",0
37067,"control",0
37068,"control",0
37069,"control",0
37070,"control",0
37071,"control",0
37072,"control",0
37073,"control",0
37074,"control",0
37075,"control",0
37076,"control",0
37077,"control",0
37078,"control",0
37079,"control",0
37080,"control",0
37081,"control",0
37082,"control",0
37083,"control",0
37084,"control",0
37085,"control",0
37086,"control",0
37087,"control",0
37088,"control",0
37089,"control",0
37090,"control",0
37091,"control",0
37092,"control",0
37093,"control",0
37094,"control",0
37095,"control",0
37096,"control",1
37097,"control",0
37098,"control",0
37099,"control",0
37100,"control",0
37101,"control",0
37102,"control",0
37103,"control",0
37104,"control",0
37105,"control",0
37106,"control",0
37107,"control",0
37108,"control",0
37109,"control",0
37110,"control",0
37111,"control",0
37112,"control",0
37113,"control",0
37114,"control",0
37115,"control",0
37116,"control",0
37117,"control",0
37118,"control",0
37119,"control",0
37120,"control",0
37121,"control",0
37122,"control",0
37123,"control",0
37124,"control",0
37125,"control",0
37126,"control",0
37127,"control",0
37128,"control",0
37129,"control",0
37130,"control",0
37131,"control",0
37132,"control",0
37133,"control",0
37134,"control",0
37135,"control",0
37136,"control",0
37137,"control",1
37138,"control",0
37139,"control",0
37140,"control",0
37141,"control",0
37142,"control",0
37143,"control",0
37144,"control",0
37145,"control",0
37146,"control",0
37147,"control",0
37148,"control",0
37149,"control",0
37150,"control",0
37151,"control",0
37152,"control",0
37153,"control",0
37154,"control",0
37155,"control",0
37156,"control",0
37157,"control",0
37158,"control",0
37159,"control",0
37160,"control",0
37161,"control",0
37162,"control",1
37163,"control",0
37164,"control",0
37165,"control",0
37166,"control",0
37167,"control",0
37168,"control",0
37169,"control",0
37170,"control",0
37171,"control",0
37172,"control",0
37173,"control",1
37174,"control",0
37175,"control",0
37176,"control",0
37177,"control",0
37178,"control",0
37179,"control",0
37180,"control",0
37181,"control",0
37182,"control",0
37183,"control",0
37184,"control",1
37185,"control",0
37186,"control",0
37187,"control",0
37188,"control",0
37189,"control",0
37190,"control",0
37191,"control",0
37192,"control",0
37193,"control",0
37194,"control",0
37195,"control",0
37196,"control",0
37197,"control",0
37198,"control",0
37199,"control",0
37200,"control",0
37201,"control",0
37202,"control",0
37203,"control",0
37204,"control",0
37205,"control",0
37206,"control",0
37207,"control",0
37208,"control",0
37209,"control",0
37210,"control",0
37211,"control",0
37212,"control",0
37213,"control",0
37214,"control",0
37215,"control",0
37216,"control",0
37217,"control",0
37218,"control",0
37219,"control",0
37220,"control",0
37221,"control",0
37222,"control",0
37223,"control",0
37224,"control",0
37225,"control",0
37226,"control",0
37227,"control",0
37228,"control",0
37229,"control",0
37230,"control",0
37231,"control",0
37232,"control",0
37233,"control",0
37234,"control",0
37235,"control",0
37236,"control",0
37237,"control",0
37238,"control",0
37239,"control",0
37240,"control",0
37241,"control",0
37242,"control",0
37243,"control",0
37244,"control",0
37245,"control",0
37246,"control",0
37247,"control",0
37248,"control",0
37249,"control",0
37250,"control",0
37251,"control",0
37252,"control",0
37253,"control",0
37254,"control",0
37255,"control",0
37256,"control",0
37257,"control",0
37258,"control",0
37259,"control",0
37260,"control",0
37261,"control",0
37262,"control",0
37263,"control",0
37264,"control",0
37265,"control",0
37266,"control",0
37267,"control",0
37268,"control",0
37269,"control",0
37270,"control",0
37271,"control",0
37272,"control",0
37273,"control",0
37274,"control",0
37275,"control",0
37276,"control",0
37277,"control",0
37278,"control",0
37279,"control",0
37280,"control",0
37281,"control",0
37282,"control",0
37283,"control",0
37284,"control",0
37285,"control",0
37286,"control",0
37287,"control",0
37288,"control",0
37289,"control",0
37290,"control",0
37291,"control",0
37292,"control",0
37293,"control",0
37294,"control",0
37295,"control",0
37296,"control",0
37297,"control",0
37298,"control",0
37299,"control",0
37300,"control",0
37301,"control",0
37302,"control",0
37303,"control",0
37304,"control",0
37305,"control",0
37306,"control",0
37307,"control",0
37308,"control",0
37309,"control",0
37310,"control",1
37311,"control",0
37312,"control",0
37313,"control",0
37314,"control",0
37315,"control",0
37316,"control",0
37317,"control",0
37318,"control",0
37319,"control",0
37320,"control",0
37321,"control",0
37322,"control",0
37323,"control",0
37324,"control",0
37325,"control",0
37326,"control",0
37327,"control",0
37328,"control",0
37329,"control",0
37330,"control",0
37331,"control",0
37332,"control",0
37333,"control",0
37334,"control",0
37335,"control",0
37336,"control",1
37337,"control",0
37338,"control",0
37339,"control",0
37340,"control",0
37341,"control",0
37342,"control",0
37343,"control",0
37344,"control",0
37345,"control",0
37346,"control",0
37347,"control",0
37348,"control",0
37349,"control",0
37350,"control",0
37351,"control",0
37352,"control",0
37353,"control",0
37354,"control",0
37355,"control",0
37356,"control",0
37357,"control",0
37358,"control",0
37359,"control",0
37360,"control",0
37361,"control",0
37362,"control",1
37363,"control",0
37364,"control",0
37365,"control",0
37366,"control",0
37367,"control",0
37368,"control",0
37369,"control",0
37370,"control",0
37371,"control",1
37372,"control",0
37373,"control",0
37374,"control",0
37375,"control",0
37376,"control",0
37377,"control",0
37378,"control",0
37379,"control",0
37380,"control",0
37381,"control",0
37382,"control",0
37383,"control",0
37384,"control",0
37385,"control",0
37386,"control",0
37387,"control",0
37388,"control",0
37389,"control",0
37390,"control",0
37391,"control",0
37392,"control",0
37393,"control",0
37394,"control",0
37395,"control",0
37396,"control",0
37397,"control",0
37398,"control",0
37399,"control",0
37400,"control",0
37401,"control",0
37402,"control",0
37403,"control",0
37404,"control",0
37405,"control",0
37406,"control",0
37407,"control",0
37408,"control",0
37409,"control",0
37410,"control",0
37411,"control",0
37412,"control",0
37413,"control",0
37414,"control",0
37415,"control",0
37416,"control",0
37417,"control",0
37418,"control",1
37419,"control",0
37420,"control",0
37421,"control",0
37422,"control",0
37423,"control",0
37424,"control",0
37425,"control",0
37426,"control",0
37427,"control",0
37428,"control",0
37429,"control",0
37430,"control",0
37431,"control",0
37432,"control",0
37433,"control",0
37434,"control",0
37435,"control",0
37436,"control",0
37437,"control",0
37438,"control",0
37439,"control",0
37440,"control",0
37441,"control",0
37442,"control",0
37443,"control",0
37444,"control",0
37445,"control",0
37446,"control",0
37447,"control",0
37448,"control",0
37449,"control",0
37450,"control",0
37451,"control",0
37452,"control",0
37453,"control",0
37454,"control",0
37455,"control",0
37456,"control",0
37457,"control",0
37458,"control",0
37459,"control",0
37460,"control",0
37461,"control",0
37462,"control",0
37463,"control",0
37464,"control",0
37465,"control",0
37466,"control",0
37467,"control",0
37468,"control",0
37469,"control",0
37470,"control",0
37471,"control",0
37472,"control",0
37473,"control",0
37474,"control",0
37475,"control",0
37476,"control",0
37477,"control",0
37478,"control",0
37479,"control",0
37480,"control",0
37481,"control",0
37482,"control",0
37483,"control",0
37484,"control",0
37485,"control",0
37486,"control",0
37487,"control",0
37488,"control",0
37489,"control",0
37490,"control",0
37491,"control",0
37492,"control",0
37493,"control",1
37494,"control",0
37495,"control",0
37496,"control",0
37497,"control",0
37498,"control",0
37499,"control",0
37500,"control",0
37501,"control",0
37502,"control",0
37503,"control",0
37504,"control",0
37505,"control",0
37506,"control",1
37507,"control",0
37508,"control",0
37509,"control",1
37510,"control",0
37511,"control",0
37512,"control",0
37513,"control",0
37514,"control",0
37515,"control",0
37516,"control",0
37517,"control",0
37518,"control",0
37519,"control",0
37520,"control",0
37521,"control",0
37522,"control",0
37523,"control",0
37524,"control",0
37525,"control",0
37526,"control",0
37527,"control",0
37528,"control",0
37529,"control",0
37530,"control",0
37531,"control",0
37532,"control",0
37533,"control",0
37534,"control",0
37535,"control",0
37536,"control",0
37537,"control",0
37538,"control",0
37539,"control",0
37540,"control",0
37541,"control",0
37542,"control",0
37543,"control",0
37544,"control",0
37545,"control",0
37546,"control",0
37547,"control",0
37548,"control",0
37549,"control",0
37550,"control",0
37551,"control",0
37552,"control",0
37553,"control",0
37554,"control",0
37555,"control",0
37556,"control",0
37557,"control",0
37558,"control",0
37559,"control",0
37560,"control",0
37561,"control",0
37562,"control",0
37563,"control",0
37564,"control",0
37565,"control",0
37566,"control",0
37567,"control",0
37568,"control",0
37569,"control",0
37570,"control",0
37571,"control",1
37572,"control",0
37573,"control",0
37574,"control",0
37575,"control",1
37576,"control",0
37577,"control",0
37578,"control",0
37579,"control",1
37580,"control",0
37581,"control",0
37582,"control",1
37583,"control",0
37584,"control",0
37585,"control",0
37586,"control",0
37587,"control",0
37588,"control",0
37589,"control",0
37590,"control",0
37591,"control",0
37592,"control",0
37593,"control",0
37594,"control",0
37595,"control",0
37596,"control",0
37597,"control",0
37598,"control",0
37599,"control",0
37600,"control",0
37601,"control",0
37602,"control",0
37603,"control",0
37604,"control",0
37605,"control",0
37606,"control",0
37607,"control",0
37608,"control",0
37609,"control",0
37610,"control",0
37611,"control",0
37612,"control",0
37613,"control",0
37614,"control",0
37615,"control",0
37616,"control",0
37617,"control",0
37618,"control",0
37619,"control",0
37620,"control",0
37621,"control",0
37622,"control",0
37623,"control",0
37624,"control",0
37625,"control",0
37626,"control",0
37627,"control",0
37628,"control",0
37629,"control",0
37630,"control",0
37631,"control",0
37632,"control",0
37633,"control",0
37634,"control",0
37635,"control",0
37636,"control",0
37637,"control",0
37638,"control",0
37639,"control",0
37640,"control",0
37641,"control",0
37642,"control",0
37643,"control",0
37644,"control",0
37645,"control",0
37646,"control",0
37647,"control",0
37648,"control",0
37649,"control",0
